WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00000003,F07C3.7,aat-2,92.07500156089007,-0.15486778395758372,0.4012706530979242,0.4297084063528444,0.6889077223687947
WBGene00000004,F52H2.2,aat-3,117.82424300419682,0.0646885637151278,0.30921622078210204,0.7290948156981333,0.880098339572911
WBGene00000007,T11F9.4,aat-6,973.4961771280008,-0.17169636381389816,0.2568085213023084,0.33399103802572955,0.607558974331914
WBGene00000015,Y38H6C.22,abf-4,2.3651343079009224,0.13896881161419186,0.8120151082777651,0.2761644877911571,NA
WBGene00000022,Y39D8C.1,abt-4,2204.344961338333,0.06508336303725798,0.28923856371981116,0.722525327604401,0.8764665243068788
WBGene00000024,AC3.3,abu-1,145.23284307265868,-0.01741437300079933,0.5941326286866229,0.9019300696529584,0.9641104366108088
WBGene00000027,Y5H2A.3,abu-4,8.907104347725602,0,0.6421257759871937,1,1
WBGene00000029,C03A7.7,abu-6,240.8635109799298,0.22667193729467272,0.6857767554439816,NA,NA
WBGene00000030,C03A7.8,abu-7,218.703497895323,18.09856891209914,3.320958026560181,NA,NA
WBGene00000031,C03A7.14,abu-8,611.5409761125861,0.033720703775268285,0.579249870747639,0.8170250200958158,0.9270557192130989
WBGene00000033,F35A5.3,abu-10,150.25915874588947,0.07923946021781596,0.563956448398664,0.6105929680158226,0.8159560933222015
WBGene00000049,R02E12.8,acr-10,6.134762957799152,-0.17344182192738897,0.6992498875036842,0.280261868986193,0.5536949408206513
WBGene00000054,F25G6.4,acr-15,32.68811270464415,-0.16622819963615268,0.45737663137678264,0.3856490798596491,0.6536071457992626
WBGene00000055,F25G6.3,acr-16,22.267984753844054,-0.02604099832645577,0.48595897338252747,0.8755075191832622,0.9528618748063233
WBGene00000056,F53E10.2,acr-17,9.783252642917871,0.25833584303065343,0.6659198843127131,0.17675539512556668,0.430469025904978
WBGene00000057,F28F8.1,acr-18,12.260047456099825,0.031891191470090695,0.5895889708309606,0.8240022409345008,0.9303064720666091
WBGene00000062,F59B1.9,acr-23,2.5160992568182414,-0.19927193300909546,0.8435534212054117,0.18489917637578338,NA
WBGene00000063,T04C12.6,act-1,4076.2560373366236,0.37321734303591975,0.33004498986224134,0.0757045400440441,0.26006257015750667
WBGene00000064,T04C12.5,act-2,4296.798891803619,0.6005223720278439,0.34740029215427626,0.009976973373713898,0.06780851721847858
WBGene00000065,T04C12.4,act-3,4308.525778843226,0.3866454025624247,0.3208019563325698,0.06363218164139539,0.23401974166088424
WBGene00000069,C10F3.3,acy-2,20.614160042599487,-0.023666330096663777,0.4286427626754738,0.8952300961070941,0.9611973550973817
WBGene00000071,T01C2.1,acy-4,266.8545964155398,-0.09931265672706188,0.2674012511444533,0.578793024524077,0.796136418525085
WBGene00000073,F57F5.4,add-2,196.49329849512017,-1.2306602863875844,0.36273639149042775,1.3135321570262665e-5,3.5431951570352363e-4
WBGene00000086,C02H7.3,aex-3,318.72710193137414,0.2267267607511959,0.17622503718353721,0.11410510259639514,0.33014792909082924
WBGene00000097,F58E10.4,aip-1,213.6340624702178,0.9366933503768115,0.3297685760423959,2.1159832337289198e-4,0.0035183007109432364
WBGene00000098,K07C11.2,air-1,1004.2358341124534,-0.1413811858040098,0.1821133286841645,0.3338925826413673,0.607558974331914
WBGene00000102,C12D8.10,akt-1,1553.4972567890745,-0.3609266954305977,0.2058260602332641,0.024760978477469227,0.1258036591719262
WBGene00000110,T05H4.13,alh-4,3079.2387897997523,-0.2447228546632767,0.23997014708716805,0.15878337851590574,0.40478884970445467
WBGene00000111,T08B1.3,alh-5,527.1471190564762,-1.7145840259973326,0.45886387535111267,6.531786174294072e-7,2.6875862873572977e-5
WBGene00000139,F25C8.2,amx-3,368.5242923339943,-0.1083184315215476,0.2606554149011217,0.5410044390863422,0.7695774188200352
WBGene00000142,C08B6.9,aos-1,732.8394289313507,0.06801414480865735,0.21086356565351272,0.6691103553588674,0.8495302136419934
WBGene00000144,F15H10.3,apc-10,81.06380378600417,0.48711584790178153,0.4429210010464888,0.04488827622643736,0.1887611316067867
WBGene00000146,F46F3.4,ape-1,598.4068784997997,0.41346717803997446,0.25600481237242134,0.02643351480572057,0.13177301186342838
WBGene00000157,F02E8.3,aps-2,225.61777922494377,-0.44534577706910167,0.2694507015288543,0.021377706125521007,0.11465770476038192
WBGene00000159,F29G9.3,aps-1,473.63624461789226,-0.307150327414625,0.21017310373855214,0.05773784546827308,0.2208877218802876
WBGene00000164,F53H8.1,apm-3,298.97800235799116,-0.29473919459601394,0.23700844760713055,0.08994608367871741,0.29117351278239567
WBGene00000168,K08D9.3,apx-1,115.57773334919776,0.5328944675403193,0.48789679714314205,0.03560451243476335,0.16064569538487006
WBGene00000172,F40F9.9,aqp-4,1839.8892136407276,-0.2050723859887249,0.2928206037121093,0.27955752374434767,0.5535713128936642
WBGene00000173,C35A5.1,aqp-5,3.9147320052306354,0,0.631840216347957,1,NA
WBGene00000174,C32C4.2,aqp-6,2.7041311026027244,0.01591454869175707,0.6982387022014367,NA,NA
WBGene00000175,M02F4.8,aqp-7,754.4942108625419,-0.1105515381472711,0.2724678022649878,0.5403542474130401,0.7689925110196653
WBGene00000185,F31A9.3,arg-1,0.9019922741063077,0,0.7076384740512168,1,NA
WBGene00000195,F53H8.2,arr-1,292.2724673521369,-0.42282710050880074,0.1874753267353064,0.005444112324514767,0.04365424332816262
WBGene00000200,K07C5.1,arx-2,1566.5465510116944,-0.1265130506461904,0.14545197013573036,0.31340502589784264,0.5876158439486217
WBGene00000207,F02E8.1,asb-2,10905.581074900338,-0.5622769249274552,0.18974047281650383,3.7081064163863107e-4,0.0056305263399896565
WBGene00000214,Y39B6A.20,asp-1,186154.2455279993,0.2920938880407896,0.2804892355747373,0.12467202102827804,0.3471675025967242
WBGene00000215,T18H9.2,asp-2,28894.125253285838,-0.5571577100792848,0.31311376531839635,0.010523373283534629,0.07051734435597536
WBGene00000218,F21F8.3,asp-5,41856.4469065774,-0.04870247128574184,0.2381514489825383,0.7734599657440122,0.9037202264183685
WBGene00000219,F21F8.7,asp-6,69789.48875049864,0.22511874091419237,0.26881110720856166,0.21985553034964256,0.48511103415070805
WBGene00000226,T06E4.3,atl-1,818.3930792961634,0.5719966314075584,0.22325638077015822,0.0012865485039294442,0.014961180983125084
WBGene00000228,W04D2.1,atn-1,2204.743634509681,0.6655849843352565,0.3694599350726218,0.006703172005562366,0.05090717516510835
WBGene00000233,R11G10.1,avr-15,52.5737694793344,2.1397648723603226,1.0390558021552077,1.6028492601762642e-4,0.002810900025734049
WBGene00000244,T25F10.5,bbs-8,7.438624164762667,-0.06541941841351227,0.5940111282221312,0.6568455635184045,0.8428051855853659
WBGene00000249,T27F2.3,bir-1,201.46759326088213,0.16436106062747885,0.3080653464241793,0.3895137772679148,0.6563640471712637
WBGene00000250,C50B8.2,bir-2,107.59085640694272,0.35124127869379923,0.3836185770604513,0.10913875361360435,0.32275164453903277
WBGene00000257,F23B12.8,bmk-1,752.2939678242681,0.0615078122488629,0.24972008123161962,0.7222719440752787,0.8763133946953298
WBGene00000285,C13C12.1,cal-1,72.89054026295572,0.14390576954973625,0.39273984623152136,0.46128184622201934,0.7138846337722643
WBGene00000298,F32G8.6,cat-4,2445.26695861521,5.516622234507257,0.5466620335766772,1.5321712959724709e-25,5.557749774653826e-23
WBGene00000302,C56A3.7,cav-2,124.33568036332123,0.21737817280426266,0.36447904566342804,0.2841403166857377,0.5580778177823038
WBGene00000373,F08F3.7,cyp-14A5,436.3769722699946,4.533648347354384,0.8282896572730744,1.2991413508900587e-9,1.0596073598028739e-7
WBGene00000387,F16B4.8,cdc-25.2,191.28754602427546,0.3923160120477992,0.41902344475607156,0.08569701681076079,0.2817949959906224
WBGene00000412,F35E8.11,cdr-1,1618.8189845070824,4.054960299151773,0.5154173094199338,1.8128798277101344e-16,3.2452903305398044e-14
WBGene00000441,ZC64.3,ceh-18,211.10222207243132,0.23373173036433303,0.30080502457127267,0.22646509560442202,0.49392324016002426
WBGene00000444,T26C11.6,ceh-21,52.87382149747328,-0.04100291484960759,0.3872922931577413,0.8266944222272341,0.9313572469129706
WBGene00000445,F29F11.5,ceh-22,11.795333290282116,0.022679323751570953,0.4941823616068468,0.8900396282687114,0.9596058707971042
WBGene00000447,F55B12.1,ceh-24,5.148673577406755,0,0.6194694544271528,1,NA
WBGene00000449,F46F3.1,ceh-27,11.352673039871219,0.1676097205256134,0.6314968253861407,0.3167639152581286,0.5908885758314024
WBGene00000451,C33D12.7,ceh-30,1.3383818740429467,-0.11479377877549946,0.7802826660777152,0.35362112102796056,NA
WBGene00000452,C33D12.1,ceh-31,1.9705244838188205,0.09136798810382336,0.7535502093812894,0.44871424000196647,NA
WBGene00000453,W05E10.3,ceh-32,57.981921203611954,-0.04897006453094769,0.3853026044970004,0.794330408562341,0.9159368249964924
WBGene00000454,C10G8.7,ceh-33,3.400276877484972,-0.2368691772641802,0.9030646026352511,0.13515848197073627,NA
WBGene00000455,C10G8.6,ceh-34,22.360693140962315,0.17923381758839363,0.46631409304979954,0.35254807988671194,0.6249310554163362
WBGene00000460,T26C11.7,ceh-39,35.382359346001984,-0.1395664001764971,0.4535840279364293,0.45674500198077855,0.7108245576722425
WBGene00000462,T26C11.5,ceh-41,63.452859706916044,-0.01444619192211911,0.3434628454020504,0.9389499574276478,0.9804171057634039
WBGene00000477,C18C4.2,cft-1,68.04928599062197,0.11587881169670501,0.4066927692145409,0.5439273342892861,0.7721117751667322
WBGene00000478,F27E11.3,cfz-2,11.092835090582389,0.10500711036657638,0.5169173028087717,0.5358515902768402,0.7654864048477525
