WBgeneID,wormbase_gseq,wikigene_name,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine
WBGene00000111,T08B1.3,alh-5,7.9716419598412,8.30216664182649,9.90687355384057,8.55965746923216,7.37788864805106,8.24378321484562,9.82537407839842,7.68658913664631,7.02276573526878,8.64061662421695,10.1549284877592,8.69652536056968
WBGene00000114,F13D12.4,alh-8,13.3144556023434,12.6227081189962,14.1020523842231,13.0095225342479,13.1032399752319,12.4364840284075,13.9414560892355,12.6499204832192,13.3015014414324,12.8497423332454,14.1471674568034,12.9086470704206
WBGene00000176,K02G10.7,aqp-8,8.07470966996233,8.18448398500232,7.06265953363451,8.58898405970309,7.48462240210595,8.44622684139035,6.75222210335076,7.52728167897151,8.49336213475432,7.33689108230258,6.33964657212101,8.61119852698397
WBGene00000251,C09G5.6,bli-1,11.2773061028508,4.62943361943449,3.87624943032623,6.37607533381417,10.9918900423845,4.09070752548659,2.8467442991629,4.74543806681401,12.9260249704693,4.44270419955193,3.13081045503934,4.48346032117416
WBGene00000252,F59E12.12,bli-2,10.587580203611,8.19429802780865,4.89308140363245,6.78398946206583,9.88333782409783,5.93131960511188,7.06449575899231,6.8868165555846,12.151466527684,7.32534807907618,5.94354914463509,6.3626065268049
WBGene00000298,F32G8.6,cat-4,11.440659746367,10.3785378958746,7.90004796842069,12.7707805596353,9.6153090882824,11.0336392738426,7.63409640886464,11.636764665922,9.72499941803778,10.8701516346902,6.94265597152699,12.1153931457323
WBGene00000373,F08F3.7,cyp-14A5,6.4811842823505,7.65971632516165,6.46532456090766,9.2686881608161,6.07049138268128,5.49154376569668,6.26281723877128,10.6887124359047,7.40953114406261,6.58424179642836,5.27169012045852,8.6983820638566
WBGene00000412,F35E8.11,cdr-1,7.39287626389902,10.9369579937808,7.22555891710001,11.0217981877113,6.97664099590368,12.1848450518353,7.11471016180791,10.5772640110972,5.61292349994498,11.5218833709929,7.10470961105641,10.0304744228504
WBGene00000480,Y38C9A.2,cgp-1,9.97809340840648,10.6140285087727,10.8316082875805,11.8969133538103,9.71644128508056,10.6439264199109,10.9046274804933,13.4190131435339,9.85924256779609,10.5517480376111,9.91629732438034,11.8105660466423
WBGene00000501,C48D1.3,cho-1,4.92431559423028,4.3671228237429,4.24669235900019,4.65781353344625,4.85164094406342,4.16683589497671,4.3534558968195,4.88326350659409,5.31266561714799,4.15392935829443,4.24091065151941,4.86243018591854
WBGene00000550,F55H2.6,clu-1,12.7027487353753,11.9877964857925,12.9692402116955,11.6250452281118,12.7034332836832,11.8143182282925,12.8187183599285,11.3638420392175,12.1845405340322,11.4364185309119,12.878487463376,11.7050994233596
WBGene00000556,R09B5.3,cnc-2,2.93003856727073,3.66719330846093,2.91381875657863,3.15718517727225,2.96431140645747,3.12454456310926,2.90138217513089,2.94309041914923,2.97177648231144,3.08354846443559,2.90347504020021,3.35909142003068
WBGene00000558,R09B5.9,cnc-4,5.00859421540709,6.98647579283008,5.10775752063564,6.3208655701157,5.52095745373078,6.65262080457581,5.38081368549276,7.03360742754015,5.2881012735229,6.86415942538106,5.55055023060799,6.15223173253376
WBGene00000615,F54C9.4,col-38,10.4462143265855,5.36313420637887,4.00336168154547,6.00091000543616,9.85062364432644,5.73738562892102,5.79089518207875,3.55917391507786,12.2774437207688,4.75104143991463,4.27700662108882,3.63027992832592
WBGene00000626,K09H9.3,col-49,8.74556649890137,5.03976020203265,5.52193025240603,3.68040111219552,7.88106605491923,5.02685244142302,4.25691583163524,4.26639660623727,10.6729458625179,4.97751517123283,4.9892119432737,3.8459454354529
WBGene00000647,Y49F6B.10,col-71,11.3367802527325,7.17040362207897,6.81325477276052,7.38411474543161,10.4681778635935,6.20772948420005,6.94225847871098,6.36683345436617,12.7804319539019,6.80492425060746,6.49195460053005,6.89076805035235
WBGene00000673,F14F7.1,col-98,9.86289922778298,8.81930847133652,5.6731770553716,10.9202098391177,8.53173574985993,10.8167451544177,7.29833838009567,9.00136289041543,10.2113064025018,9.14508674670378,7.36722642230518,10.7865810832818
WBGene00000677,F56B3.1,col-103,10.0560156723566,8.53233383678063,6.17052206494994,10.8894063075126,8.74836849820953,10.6259071009026,7.23098271597365,9.42852135636872,10.405007625214,9.33667374289331,6.94079200799449,10.8693664617266
WBGene00000684,F19C7.7,col-110,9.42157981451799,6.97954748777822,6.14232060174852,6.12854531314413,8.6897250397964,5.07050459558741,6.55042518232815,6.5936474984463,10.5582617995336,6.37601892744862,5.8245357717715,6.42225943194046
WBGene00000711,C52D10.13,col-138,10.2710731429386,5.02724470782082,4.24869098251728,5.72989210726522,9.41780162619191,4.027463809122,4.10076900451915,3.42642954976443,11.8100641546669,3.85625130174599,4.3410780032519,4.46323502157361
WBGene00000748,C35B8.1,col-175,9.43806420331785,3.34846676887839,3.46370954109489,3.27604628476733,8.49797446713413,3.63578152989202,3.23417875326881,4.12940219254552,10.8302058391922,3.48711706772837,2.86328904767669,4.60357262910751
WBGene00000749,ZC373.7,col-176,9.42164182259369,6.42420220902398,5.56669128856308,10.1405380893792,8.19459515822469,10.3958421062439,5.48495600424703,7.67859489569517,10.0858245390807,6.43270635409542,4.90591902463226,8.6735761831421
WBGene00000772,B0414.5,cpb-3,8.92275470528488,9.26140042719309,7.24340887017054,8.80500781077262,8.76686518089197,10.0167971946117,8.01107100098054,8.87334339379789,9.49994416120812,9.57346417711441,7.6417881968775,9.28106217182803
WBGene00000777,F43G9.9,cpn-1,9.34496905047697,9.80436305760991,8.48726508260433,9.34090733282681,9.20138102513333,9.95494909819371,8.55470612114194,9.67554331264788,9.65988225149783,10.1002548901754,8.27511357741013,9.29058602191211
WBGene00000781,C52E4.1,cpr-1,13.0870986201469,11.5063325236824,14.5615999575151,12.2295748750756,12.5885618225229,12.0947346627825,14.5619458787878,11.6505003828069,11.7718208030499,12.9579309473257,14.9902973776418,12.2437805375512
WBGene00000783,T10H4.12,cpr-3,10.9187662107924,11.2208835840281,8.91343814904418,11.5721803775949,10.3879614574313,11.425884179467,9.6520384940518,11.8324405179099,9.28740422963686,10.8535430434901,9.94218735716213,11.6815049454133
WBGene00000785,W07B8.5,cpr-5,14.7639325865162,13.5156822193563,14.9937008436704,13.7039800756871,14.1160101961467,13.4547845087214,15.1180686765603,13.1266110935115,13.2285762573892,13.7696848592497,15.4950770384862,13.6693082047077
WBGene00000835,ZK652.11,cuc-1,10.427628465936,10.3001637559487,11.0366809926327,9.81203946350208,10.4374673772387,9.7500306039341,10.8835380399976,9.82572524451642,9.8066405241901,9.53554219540845,10.7654004590614,9.36486936765037
WBGene00000929,K07E3.3,dao-3,9.08318936253601,9.29195109695821,10.5948636591911,8.90157656448818,8.90205033225926,8.88415163796323,10.3976146125896,8.78021732790625,9.35287171667987,8.43105026535378,10.6481799871234,8.35777105113149
WBGene00000988,F09E10.3,dhs-25,9.84953034059609,8.1725472204665,9.62218885274754,8.80208843456866,9.37222753655301,8.50713294090756,9.56068701599392,8.66500093754464,9.25335745348472,8.224139862558,9.68513484450619,8.70208314127698
WBGene00001068,F16F9.2,dpy-6,8.17865566328538,5.87226231357569,4.99721068335033,9.46543144213706,7.84998113759005,8.71049503485431,5.86589151990341,7.71351454120332,8.82138676188531,7.44038848198924,5.30337531950191,8.88053243351534
WBGene00001155,T05G5.6,ech-6,12.5029874975194,11.2404644679588,14.2305040624749,11.2763711557988,12.4361481891844,11.4492392105861,14.0153553294814,11.032394283106,12.0570400884374,11.0770129991258,14.2509786602393,11.2977039590894
WBGene00001188,W08D2.1,egl-20,3.42458365509287,3.52265013129457,3.94058929857974,3.31316753720964,3.72351504285731,3.3540921046873,4.01175398684449,3.3156744393966,4.96764413800861,3.46171696131123,3.3664479818681,3.32480672554817
WBGene00001239,F56H11.4,elo-1,13.5582828843974,12.239134337324,13.5801096865393,12.1644487620487,13.4189197999794,11.8677772796373,13.501896776869,11.674149785392,12.6588557866885,11.8353397780775,13.6125047825078,12.209530319236
WBGene00001387,F15B9.1,far-3,4.28011611585946,6.59919969522211,4.33296320546391,5.87527984416901,4.48702700788113,7.43994054382811,4.38925335310121,6.8903944377179,4.84075924716761,6.17237732476783,4.26111428723412,5.29916235209539
WBGene00001393,Y67H2A.8,fat-1,12.9558627695783,12.0988528175398,13.0513570238781,11.9768840600309,12.5487529704961,11.786341149829,12.8902866547759,11.5219132814537,12.2415434405616,11.7434722301023,12.8615064964596,11.9634381050298
WBGene00001397,W06D12.3,fat-5,5.02977445934704,5.67507330236892,10.9032330126468,3.7273001020827,4.19160710258368,5.02742235465592,11.056191317739,5.75925126699732,5.34545624628384,4.81011733941257,10.9212289652249,4.33975536256804
WBGene00001398,VZK822L.1,fat-6,11.7445047026289,12.2270634619376,13.253210626162,12.0709925634464,11.2944238366476,11.885876606087,13.4124047838176,12.0175387610852,10.8581369342118,11.5794505515034,13.5641179489251,12.1416876934953
WBGene00001399,F10D2.9,fat-7,4.23820003726119,4.37477049371128,5.45370268980334,4.88066560061993,4.23585801340978,5.43012695720814,5.53142942835026,4.63043444327254,4.31546404009057,4.81924625800207,5.62758737569069,4.72252543633989
WBGene00001404,K07A3.1,fbp-1,11.486115921047,10.7391700434334,11.9258828986584,10.8172567026629,11.368877669397,10.8115571906601,11.8181133690906,10.3445670616301,11.1816719597273,10.5754253104413,12.0082973943875,11.1214248547598
WBGene00001481,Y54E10A.4,fog-1,8.54552452432444,9.36549491441841,8.13208510224417,8.59453783787064,8.52429373125735,9.52107183213245,8.49461725792221,9.14163247383296,8.28953064272897,9.85306751316703,8.10780281551503,8.86874796372972
