WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00000251,C09G5.6,bli-1,1859.1920178804796,-9.8673766559651,1.2087667968400737,-7.749531738010217,9.223202626964984e-15,8.279976438314032e-12
WBGene00000252,F59E12.12,bli-2,1015.8786267101127,-4.481200341394384,1.060126519643551,-3.755401140925135,1.7306406422633154e-4,0.01607228061290883
WBGene00000412,F35E8.11,cdr-1,1618.8189845070824,5.758549781621376,0.5089014611131608,10.333139484643903,4.9900114058584915e-25,1.1199248931881742e-21
WBGene00000501,C48D1.3,cho-1,29.2171513855296,-4.038738213822515,0.9801627827765383,-3.610357663038601,3.0577506659093366e-4,0.025417080535268595
WBGene00000558,R09B5.9,cnc-4,91.67639154606198,3.325453647797486,0.6107213237860293,4.6264204928718105,3.720395916671809e-6,5.825447838825881e-4
WBGene00000615,F54C9.4,col-38,1113.7022171557728,-7.1886419658913345,1.727503569480408,-3.871854208615684,1.080105533208368e-4,0.011108587397861377
WBGene00000626,K09H9.3,col-49,403.7570113923905,-6.074446531729175,0.7779119819253438,-7.16590907615581,7.727204884113051e-13,5.780807831637019e-10
WBGene00000647,Y49F6B.10,col-71,1518.8584211672337,-6.059874728195145,0.5766805578398697,-9.641169019155642,5.357434061158969e-22,9.017900883445834e-19
WBGene00000684,F19C7.7,col-110,415.2609732476003,-4.478865171763012,0.72030465309085,-5.523864318645694,3.316235952105057e-8,7.83446198790293e-6
WBGene00000711,C52D10.13,col-138,871.3583369557322,-8.660579800557443,1.4742058335826798,-5.535576928715065,3.1020553894824846e-8,7.594959613594753e-6
WBGene00000748,C35B8.1,col-175,507.212175716005,-12.265627254262476,1.7165430382442703,-6.8542570690780344,7.1684074503484736e-12,4.022073946933023e-9
WBGene00000988,F09E10.3,dhs-25,588.1437121477713,-1.5885529085939762,0.24376057797026204,-4.465664290994486,7.982069094307874e-6,0.0011434738555739343
WBGene00001155,T05G5.6,ech-6,7959.2102596741,-1.2620472793012334,0.19102960476681335,-3.98915801679772,6.630824088255951e-5,0.007379394807640879
WBGene00001239,F56H11.4,elo-1,7855.054436906181,-1.4742218822624764,0.27671470609158744,-3.520672594610953,4.304537531012644e-4,0.031907504983329144
WBGene00001387,F15B9.1,far-3,93.97861019521599,4.779306158237437,0.8908001145255994,4.803890444621694,1.556119959143057e-6,2.6865014576692826e-4
WBGene00001399,F10D2.9,fat-7,39.82721571763836,5.013996544200057,1.1812016845445332,3.8215290439080576,1.326267903588999e-4,0.013328002678902584
WBGene00001481,Y54E10A.4,fog-1,498.8379602439477,1.4842217307455459,0.27331861363231336,3.601005133406638,3.1698931721785127e-4,0.026122303690199095
WBGene00001577,T12A7.1,gem-4,276.6768293049791,3.484095136421783,0.6974035167184135,4.278864480728814,1.8784918647415975e-5,0.0025551284293545812
WBGene00001602,C45B2.5,gln-1,334.0584600306826,-1.6538889026554893,0.3256318827271986,-3.5435378532088375,3.947966309230108e-4,0.030313993890399623
WBGene00001623,Y53C12A.2,glt-5,46.60331347181923,-3.7674811614031856,0.8269770848829674,-3.9511145122788918,7.778809056052893e-5,0.008379955419904661
WBGene00001753,R03D7.6,gst-5,5896.777117070809,2.5227131361876043,0.2831218883782022,7.144319175653446,9.044302861409034e-13,6.410030649038634e-10
WBGene00001786,F35E8.8,gst-38,8672.16561173229,2.540336634143569,0.4194451007621316,4.8643711189766625,1.148212953696747e-6,2.0615780845973858e-4
WBGene00001788,F56B3.10,gst-40,186.18450871184905,3.634603721355201,0.7836044331978093,4.000237350066034,6.327898458878092e-5,0.007160628625819529
WBGene00001843,W06D4.1,hgo-1,1365.5555035695936,-1.4623419758586802,0.192120391863135,-5.009056907109812,5.469739975087275e-7,1.0522216929217891e-4
WBGene00001986,F43D2.4,hot-1,27.747635016728903,-3.9470712412848044,1.019443648028012,-3.3813259300332477,7.213692191730849e-4,0.04670172069896519
WBGene00002255,F40F4.4,lbp-3,1527.7293087211801,-1.668408176082798,0.2866009861339713,-4.076776538154084,4.5664339312729086e-5,0.005441734452966459
WBGene00003093,F58B3.1,lys-4,5652.074824875274,-4.7930698782666985,0.5412090593276345,-7.932368840241051,2.1500474344702132e-15,2.0680384823268493e-12
WBGene00003094,F58B3.2,lys-5,53.985722439618215,-8.298711074851381,1.324578677515077,-5.887691842874779,3.9162645520309535e-9,1.1719204101699738e-6
WBGene00003473,K11G9.6,mtl-1,153.19229814884608,5.886499210747994,0.7803417753198338,6.90274361966622,5.100764038986374e-12,2.9863864586517618e-9
WBGene00003658,H12C20.3,nhr-68,1238.4702441347113,-2.670223188049721,0.30943087558965093,-7.013596118726509,2.3226926526583085e-12,1.4216990573043992e-9
WBGene00003816,F25G6.6,asns-1,405.8246456731543,-3.4111887659212856,0.6884546285987486,-4.228584782481012,2.3516589691176365e-5,0.0030745087066153492
WBGene00004007,F22E10.2,pgp-13,77.75780073455024,-3.622301068839415,0.8784255711599782,-3.554428708987097,3.788011924925063e-4,0.02965660964014006
WBGene00004062,T10H9.5,pmp-5,6108.984101494539,-3.0840256235063874,0.37754962027965955,-6.8442013571417215,7.690368835377705e-12,4.142340269487847e-9
WBGene00004174,ZK1067.7,abu-14,2055.3288022036236,-2.6901864183441333,0.6368635549605142,-3.4390198674187373,5.838243863886362e-4,0.03911332928910137
WBGene00004394,Y57A10A.11,rol-1,436.23895410208405,-7.871485272097174,1.4080639036030935,-5.235192275886263,1.648132004669309e-7,3.522816757916971e-5
WBGene00004798,F43D9.4,sip-1,979.6209207438178,2.6618390616377816,0.32813163975658105,6.588328584349579,4.448053937383118e-11,2.3037497815692718e-8
WBGene00004989,T08A9.8,spp-4,1139.8638551434797,-2.4230948579537435,0.39071956528864416,-4.921931300095138,8.569429856989974e-7,1.6027214229753748e-4
WBGene00006404,C31C9.1,tag-10,2677.571190408577,-2.348481682523197,0.33549390483221847,-5.509732534329136,3.5937935129521426e-8,8.343797145760958e-6
