wbps_gene_id,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00000006,C55C2.5,aat-5,128.58453824982857,0.8940855800311802,0.4483225523534986,0.0018853382823504781,0.01970242826680742
WBGene00000064,T04C12.5,act-2,4296.798891803619,0.6005223840985829,0.34740029066372397,0.00997697337353466,0.06780851720944311
WBGene00000074,C04A11.4,adm-2,804.4040365333813,0.742777469370187,0.2333314591962228,1.1890242404146306e-4,0.002222273380068672
WBGene00000097,F58E10.4,aip-1,213.6340624702178,0.936693339544098,0.3297685578128318,2.1159832334093935e-4,0.0035183007104119517
WBGene00000116,C54D1.4,alh-10,227.8317489366407,0.9052864672353551,0.34914698991898974,4.5691879062782813e-4,0.00660878133264846
WBGene00000123,F36A4.7,ama-1,3553.3792037200246,0.5058696703025838,0.11473753867087776,1.3603385212493064e-6,5.0002416471734506e-5
WBGene00000176,K02G10.7,aqp-8,265.8549891669379,1.9632480321554504,0.6854833757070541,1.5113174600929642e-5,4.006153821138735e-4
WBGene00000208,Y53F4B.15,trip-4,774.3049185396314,0.9628612647338517,0.25695306339802343,1.0599221304528215e-5,2.927849027286912e-4
WBGene00000211,B0252.2,asm-1,56.21981831422801,0.7365337893162119,0.5599728531007017,0.010900108852725202,0.072199471612669
WBGene00000226,T06E4.3,atl-1,818.3930792961634,0.5719966520953331,0.22325638594591313,0.0012865485037898022,0.01496118098069313
WBGene00000227,Y48G1BL.2,atm-1,600.199236203141,0.7063915785539181,0.2897997979588488,0.0012612280761114978,0.014820773913999049
WBGene00000228,W04D2.1,atn-1,2204.743634509681,0.6655849929730183,0.36945992768919117,0.006703172005422476,0.050907175164045956
WBGene00000233,R11G10.1,avr-15,52.5737694793344,2.1397648955572213,1.0390558053460326,1.6028492599991717e-4,0.0028109000254234835
WBGene00000251,C09G5.6,bli-1,1859.1920178804796,6.12607295374185,1.7573243288931255,2.158213482467995e-6,7.507946000271988e-5
WBGene00000282,R01E6.3,cah-4,1264.5797796949882,0.6783908165513479,0.23916843448478553,4.194120187259939e-4,0.006169877551888046
WBGene00000286,C18E9.1,cal-2,61.59329895050455,0.9158225731257816,0.5909738233157822,0.0038548566572105644,0.03401750586619105
WBGene00000294,F41G4.2,cas-1,1250.524142336752,0.5389785283669065,0.292030437809187,0.009683365592041514,0.06643878114519673
WBGene00000298,F32G8.6,cat-4,2445.26695861521,5.516622229351113,0.546662035867404,1.5321712958930391e-25,5.557749774365699e-23
WBGene00000367,C54D2.5,cca-1,201.83545629822493,0.6521431131517996,0.49292158451859536,0.015723709998497388,0.09325973262447848
WBGene00000373,F08F3.7,cyp-14A5,436.3769722699946,4.533648325287963,0.8282896585589772,1.2991413508663507e-9,1.059607359783537e-7
WBGene00000386,K06A5.7,cdc-25.1,582.4653185747808,0.5976452025140655,0.29610455095502675,0.005225040151025197,0.042291223395027194
WBGene00000396,F25F2.2,cdh-4,470.7734399396283,0.8043638139395485,0.31940782266333656,7.649503304194022e-4,0.009928507866761806
WBGene00000403,B0034.3,casy-1,477.1772066040804,1.0727932044644048,0.47370315787401707,5.412983409439021e-4,0.007536622557142168
WBGene00000412,F35E8.11,cdr-1,1618.8189845070824,4.054960288458835,0.5154173090349764,1.8128798275734487e-16,3.245290330295119e-14
WBGene00000415,Y47H9C.4,ced-1,622.4168282175613,0.5840046509016892,0.3390004661023774,0.010754698544526245,0.07154573587729236
WBGene00000417,C48D1.2,ced-3,250.2260092119381,0.7134043898079111,0.3430117987324894,0.0030582853131894574,0.028387477950844096
WBGene00000465,C07G2.1,cpg-1,324.3884237764592,1.2534662010910773,0.46404237708714247,9.506767060317475e-5,0.0018301854351873753
WBGene00000474,M01E11.5,cey-3,853.9186939790316,0.6764060115930475,0.35781220323855356,0.005337068403523675,0.042995997004190725
WBGene00000480,Y38C9A.2,cgp-1,2853.234044567437,2.0265654923938605,0.5158639033591492,2.484317548866136e-7,1.1594118931520845e-5
WBGene00000481,ZC416.8,cha-1,32.8452340062905,0.962239638077752,0.9028824132112531,0.006993844525661732,0.052450028803983306
WBGene00000499,Y60A3A.12,chk-2,99.70416106581834,1.8018933983210375,0.7439594129726163,6.726941837522254e-5,0.0013716592646214015
WBGene00000501,C48D1.3,cho-1,29.2171513855296,1.3314461034707814,0.981632089448573,0.0019176210489453376,0.01991898156643748
WBGene00000522,C09F12.1,clc-1,1161.080271629763,0.9697639267537224,0.42082310798385675,7.285331399681105e-4,0.009545723195171517
WBGene00000528,T27D12.2,clh-1,338.3090775367665,0.5924436233057958,0.4000190406073448,0.01641441053831375,0.09603405554334327
WBGene00000556,R09B5.3,cnc-2,10.47642200044004,3.161406313005583,2.371651489578453,3.9402020151054596e-4,0.005897271085459843
WBGene00000558,R09B5.9,cnc-4,91.67639154606198,2.1687479765113866,0.7698736031749278,1.7839326524434796e-5,4.579092678078384e-4
WBGene00000562,F14H8.6,cng-1,95.46426513957384,1.5136047411009201,1.3879511433047969,0.0025167729563483274,0.02460368683000379
WBGene00000592,F08H9.1,coh-3,219.24544016613368,0.7596666345096799,0.33439228027855905,0.0016538447177511116,0.017992577418690862
WBGene00000639,ZK265.2,col-63,409.69460543285476,1.0604304748239384,1.6469832266693765,0.007996338671270989,0.05776809866079628
WBGene00000640,F52F12.2,col-64,6.775975200338661,1.4858096408419603,1.870967115804489,0.0036494108826846203,0.032537826395164816
WBGene00000656,C09G5.5,col-80,97.29599904439056,1.5816990031112586,1.2684481309855216,0.001718145954284481,0.018456914229218732
WBGene00000673,F14F7.1,col-98,972.4900983615859,3.716769029974877,1.1503393777281568,7.94468034757992e-6,2.295796098763975e-4
WBGene00000677,F56B3.1,col-103,999.9051399705048,4.442448358139081,0.6979092206345205,6.630756330158612e-12,7.085143043015993e-10
WBGene00000715,T15B7.4,col-142,97.46945229527368,2.0374877550447885,1.279354200703098,5.347056931392039e-4,0.00746298425026331
WBGene00000720,T06E4.4,col-147,625.8137331992672,1.2956195350799464,1.1664676883003569,0.003302892492223213,0.030210398216857844
WBGene00000731,D2023.7,col-158,12.07148734610674,0.7497866882258113,1.4171603926566005,0.016671935495286463,0.09696453960634119
WBGene00000749,ZC373.7,col-176,610.9061507484181,4.441582999115856,1.5356293171610358,1.4379687798308285e-5,3.8264404751328456e-4
WBGene00000768,R01H10.3,cor-1,280.44137849060064,0.6112083148746607,0.3897012512046306,0.013039925908892443,0.08140504471384667
WBGene00000770,C40H1.1,cpb-1,544.3045654591916,1.0815211907957776,0.3888929734474099,1.476606938372703e-4,0.0026483638913336787
WBGene00000772,B0414.5,cpb-3,554.5034649458454,1.4698538945737212,0.41973971329885407,3.3124157400739305e-6,1.0896978176892376e-4
WBGene00000777,F43G9.9,cpn-1,705.5199968899769,1.162383280550738,0.23393756239340835,2.8872408387240934e-8,1.6792290177625699e-6
WBGene00000783,T10H4.12,cpr-3,2051.7985199301484,2.3404143929722645,0.4779675132053196,4.9852012249066135e-9,3.635767919794326e-7
WBGene00000795,CD4.2,crn-2,529.0388684518315,1.5093023801009635,0.5610891413826021,4.5424376177511115e-5,9.907113943525526e-4
WBGene00000802,Y38A10A.5,crt-1,62871.31853500588,0.5207912935140108,0.20548561393985548,0.0016518195186176214,0.01798473952971982
WBGene00000854,C07H6.8,cux-7,422.87073407373913,0.5292475157174897,0.22381698380194442,0.002625938995076291,0.025418499373687918
WBGene00000863,ZK507.6,cya-1,277.77773927132364,0.781756111841208,0.3513349909352295,0.0017223307215221007,0.0184608138922711
WBGene00000870,Y38F1A.5,cyd-1,210.09276622698644,0.7515205836021605,0.3985668829524932,0.0040686510983601225,0.035161308300812495
WBGene00000898,Y55D5A.5,daf-2,947.2619488674736,0.8658842379067662,0.1740286195691843,6.148961387735113e-8,3.310831397208625e-6
WBGene00000935,F56D1.7,daz-1,786.2773460608422,0.8965503864640926,0.3539143007493968,5.483425873314209e-4,0.007603978092330287
WBGene00000964,C47E12.8,dhp-2,140.6319476517204,0.9871357799336152,0.5119577136433686,0.001506751706263989,0.01687170229012415
WBGene00000973,Y32H12A.3,dhs-9,2253.1504573267125,1.0236942735076366,0.31094651054424355,4.145775330675626e-5,9.231884839746822e-4
WBGene00001006,C25F6.2,dlg-1,1434.9153677669003,0.9780720643422537,0.21544260580666774,4.092692960534476e-7,1.7740150870442522e-5
WBGene00001046,Y54E10BL.4,dnj-28,171.94145346773132,1.2401406208553487,0.5737737783759717,3.8981953799065535e-4,0.00587221949905133
WBGene00001052,F15A8.5,dop-1,18.616006165486787,1.1953970093171071,1.556359802173492,0.00614145511845828,0.04782701545357567
WBGene00001068,F16F9.2,dpy-6,336.43097137351884,4.856295931195149,0.9824153220533648,1.725202535307948e-8,1.1060554300783607e-6
WBGene00001087,Y39A1B.3,dpy-28,790.6243434465697,0.5666216121542278,0.2622975961674493,0.004043654831175168,0.03505834018768673
WBGene00001158,F01G10.3,ech-9,334.22259734414587,1.5329097182328073,0.8273520832121612,4.4304278241242434e-4,0.006435091372784887
WBGene00001172,C51E3.7,egl-3,796.6594051973157,0.8680581249315719,0.48753886518170897,0.003131946252556226,0.028915436801898876
WBGene00001214,F26A3.3,ego-1,515.5411242823295,1.0688903798771645,0.3050504427035624,1.7727929673927693e-5,4.558988481817524e-4
WBGene00001345,F29G9.4,fos-1,976.7100447190589,0.7093242416447393,0.2557188290928036,4.740568842032552e-4,0.0068066667623517384
WBGene00001387,F15B9.1,far-3,93.97861019521599,4.983328449721175,1.049142594074366,4.074673005525668e-8,2.3113289180315146e-6
WBGene00001401,H12I13.4,fbf-1,261.9548381639428,0.8051367700276207,0.4084377096745859,0.00278281794045627,0.026563962944078413
WBGene00001444,F23B2.5,flp-1,225.1472795979842,1.4926598056952425,0.8013409430689863,4.59020886373772e-4,0.006625281568351909
WBGene00001454,K02G10.4,flp-11,145.52077827496205,1.292231595023359,0.4796150374492058,8.448271656372589e-5,0.0016564861523675643
WBGene00001481,Y54E10A.4,fog-1,498.8379602439477,0.6362604566807842,0.2802630727838079,0.0024276107957651822,0.02393575622949018
WBGene00001493,C51F7.1,frm-7,824.7034688902615,0.6724502965557525,0.27312801979429463,0.0012952062162685568,0.015015241787254656
WBGene00001499,C26E6.5,fsn-1,214.84551554203853,0.6221459469277554,0.29041943356988814,0.003539364554813629,0.031845039832605136
WBGene00001514,C05D2.5,xnd-1,320.64599234474,1.0281258489817064,0.36300784572055184,1.5740638129080995e-4,0.0027738119644372975
WBGene00001527,F37B12.2,gcs-1,4163.849420559661,1.8149919542812212,0.29919170070148227,2.0733558871413332e-12,2.3815947956963446e-10
WBGene00001546,F22E5.3,gcy-21,24.314580508075636,2.06715981646789,2.075752419402626,0.001509181115606495,0.01688518871551942
WBGene00001559,F45H7.2,gei-1,705.7792884994376,0.5283160203880214,0.2842098705429319,0.009762628104362578,0.06665084982195828
WBGene00001572,M03A8.4,gei-15,257.4701052978264,0.6751074926112988,0.44001710055757093,0.0105313938743121,0.0705367993991827
WBGene00001577,T12A7.1,gem-4,276.6768293049791,2.6281755323321243,0.8403914088213575,8.480821876393785e-6,2.4354093488377485e-4
WBGene00001584,F45E4.10,nrde-4,579.4162636133838,0.7658782702564368,0.24778711345958715,1.5461281054623217e-4,0.0027393097436622937
WBGene00001593,ZC317.3,glc-3,6.284079627998086,1.0386732118504989,1.588990612879086,0.008509852185415357,0.06044870463449589
WBGene00001595,T23G11.3,gld-1,1043.7588068792807,0.9933864664679194,0.4696414527518338,0.0010071787315054218,0.012296679924774788
WBGene00001597,T07F8.3,gld-3,387.8240937883754,1.0913490277970312,0.2817493791236023,4.412434946050951e-6,1.3822955294628709e-4
WBGene00001598,T21G5.3,glh-1,5481.95708908227,0.5936757887411945,0.3199922585433385,0.007774916546366085,0.05676347970079985
WBGene00001599,C55B7.1,glh-2,430.9945716318984,1.1292002739876414,0.31276654921816033,9.759601874818504e-6,2.7737392214948094e-4
WBGene00001601,T12F5.3,glh-4,918.0153616022744,0.7593227506472807,0.3578224515835967,0.0023681327974673996,0.023450116748053383
WBGene00001609,F02A9.6,glp-1,566.58079104617,0.9239907569234936,0.3812361615209092,6.532202910704323e-4,0.008767272144220876
WBGene00001678,Y95B8A.5,gpa-16,293.87921858384624,1.0893898106755746,0.2777645955654748,3.7055327185644062e-6,1.1906075289671743e-4
WBGene00001686,F33H1.2,gpd-4,163.72560905472403,0.5967396609308352,0.35359172276727674,0.011008632130269078,0.07267384352664223
WBGene00001692,W05E7.1,grd-3,139.2350975590115,0.97820047074945915,0.7388570774264064,0.004501260069316603,0.038033156469889355
WBGene00001743,K06H7.4,grp-1,371.1366813171255,0.8207558752380386,0.3762861866930816,0.0016662804407711765,0.018104598957499034
WBGene00001749,R107.7,gst-1,6053.106071386523,1.368405576701566,0.34308996562301836,7.809018855701976e-7,3.138178306326415e-5
WBGene00001753,R03D7.6,gst-5,5896.777117070809,1.594641559939516,0.3028260322834285,5.13615563941038e-10,4.4259890986824e-8
WBGene00001754,F11G11.3,gst-6,3150.487657864994,0.7309897475720822,0.3328903923003844,0.0021864496727178884,0.022258025979596335
WBGene00001755,F11G11.2,gst-7,8731.611245671478,2.575646971728357,0.3869546929302129,5.897862065412838e-13,7.458360615564272e-11
WBGene00001756,F11G11.1,gst-8,53.431675389914474,2.4914426832225356,0.9391701167947692,3.146311834095276e-5,7.32580444614346e-4
WBGene00001760,F37B1.2,gst-12,93.2103458910569,4.90202092022857,1.2335678873875506,8.134559471571253e-7,3.2500512393083526e-5
WBGene00001761,T26C5.1,gst-13,4631.799575646105,0.5312207523821907,0.2855774506502436,0.009630730811849335,0.06614349452443011
WBGene00001762,F37B1.3,gst-14,17.988009065183203,0.7742091521612345,1.391919412037299,0.016160679237794972,0.0950397136036701
WBGene00001764,F37B1.5,gst-16,125.8064348370787,2.565768927272973,0.46720195752927673,4.984279287235793e-10,4.348310487041657e-8
WBGene00001768,Y48E1B.10,gst-20,972.8779426903866,1.2349182344923089,0.26726023441322233,1.0437290312770911e-7,5.226008657207505e-6
WBGene00001772,F37B1.1,gst-24,188.97555285647155,1.5937410309769207,0.5939848945642112,3.893777624264009e-5,8.755600452341777e-4
WBGene00001778,ZK546.11,gst-30,53.27131343205323,6.8525379400422395,1.5252974272503315,7.612935072295791e-8,4.036026809097123e-6
WBGene00001786,F35E8.8,gst-38,8672.16561173229,6.014992466819251,0.4230435898007961,2.380886784184038e-47,2.344153102370913e-44
WBGene00001787,Y53F4B.33,gst-39,413.90458070124504,0.5975706518088607,0.4079845813089087,0.01648860101705442,0.09626381889838125
WBGene00001788,F56B3.10,gst-40,186.18450871184905,5.87394235593599,0.8570472408541517,1.7890516611449945e-13,2.3046998221703367e-11
WBGene00001812,F43E2.4,haf-2,771.8068065018093,0.8061051486043953,0.2845708010846049,3.1493379340259746e-4,0.004938620487214339
WBGene00001817,Y50E8A.16,haf-7,585.7835959053692,0.8758347167783268,0.3871961491433399,0.0011365166165296285,0.013507279522293537
WBGene00001830,T06E4.1,hcp-2,953.338795458108,0.7128318893261064,0.3499232929661885,0.003382044281210068,0.030710209731356772
WBGene00001837,C10E2.3,hda-4,730.9845995219389,0.76816168418805,0.14890362989706374,2.44317989911405e-8,1.4770522688328099e-6
WBGene00001855,C18G1.5,hil-4,1078.744782343984,0.7349688825631118,0.34302801442999853,0.0024528326953648584,0.024081086804066388
WBGene00001856,B0414.3,hil-5,1249.0409264150117,0.6288553264798,0.33284938257880153,0.0063502686803378556,0.04900931386743158
WBGene00001942,T23D8.6,his-68,53.95114365084709,0.7338482402514852,0.5052430426754332,0.009218483373277672,0.0641113262693759
WBGene00001973,C32F10.5,hmg-3,899.2064544363425,1.3703937787676714,0.34105627654710025,6.856266066768042e-7,2.8043552363302876e-5
WBGene00001975,F45E4.9,hmg-5,265.84362506598757,0.6410330029891231,0.3623501640832799,0.007865976150378224,0.057246364971918394
