WBgeneID,wormbase_gseq,wikigene_name,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine
WBGene00000111,T08B1.3,alh-5,7.9716419598412,8.30216664182649,9.90687355384057,8.55965746923216,7.37788864805106,8.24378321484562,9.82537407839842,7.68658913664631,7.02276573526878,8.64061662421695,10.1549284877592,8.69652536056968
WBGene00000114,F13D12.4,alh-8,13.3144556023434,12.6227081189962,14.1020523842231,13.0095225342479,13.1032399752319,12.4364840284075,13.9414560892355,12.6499204832192,13.3015014414324,12.8497423332454,14.1471674568034,12.9086470704206
WBGene00000176,K02G10.7,aqp-8,8.07470966996233,8.18448398500232,7.06265953363451,8.58898405970309,7.48462240210595,8.44622684139035,6.75222210335076,7.52728167897151,8.49336213475432,7.33689108230258,6.33964657212101,8.61119852698397
WBGene00000233,R11G10.1,avr-15,5.86213378016705,4.81039388783741,4.93948250764641,5.41331118582666,5.56375085898044,5.59688083138098,4.69403575031066,5.62991641879477,6.34465446828338,5.1064199982709,4.81122380131726,5.76138492551603
WBGene00000251,C09G5.6,bli-1,11.2773061028508,4.62943361943449,3.87624943032623,6.37607533381417,10.9918900423845,4.09070752548659,2.8467442991629,4.74543806681401,12.9260249704693,4.44270419955193,3.13081045503934,4.48346032117416
WBGene00000252,F59E12.12,bli-2,10.587580203611,8.19429802780865,4.89308140363245,6.78398946206583,9.88333782409783,5.93131960511188,7.06449575899231,6.8868165555846,12.151466527684,7.32534807907618,5.94354914463509,6.3626065268049
WBGene00000256,Y73B6BL.34,bli-6,9.63922676688814,4.66283847519983,3.4687832897802,5.32239285128761,8.81096733790579,3.65147781971734,2.57950121347474,2.86943342771282,11.5236494822903,3.49366952908539,2.82559088273355,3.13638105784461
WBGene00000298,F32G8.6,cat-4,11.440659746367,10.3785378958746,7.90004796842069,12.7707805596353,9.6153090882824,11.0336392738426,7.63409640886464,11.636764665922,9.72499941803778,10.8701516346902,6.94265597152699,12.1153931457323
WBGene00000373,F08F3.7,cyp-14A5,6.4811842823505,7.65971632516165,6.46532456090766,9.2686881608161,6.07049138268128,5.49154376569668,6.26281723877128,10.6887124359047,7.40953114406261,6.58424179642836,5.27169012045852,8.6983820638566
WBGene00000403,B0034.3,casy-1,8.93051319348407,8.46886905320241,8.24952054238529,8.53455751439924,9.01759663368324,8.61820831168995,7.53544262153688,9.1068187909377,10.0206908566052,8.8995505759919,7.31268920779906,9.01048105747545
WBGene00000412,F35E8.11,cdr-1,7.39287626389902,10.9369579937808,7.22555891710001,11.0217981877113,6.97664099590368,12.1848450518353,7.11471016180791,10.5772640110972,5.61292349994498,11.5218833709929,7.10470961105641,10.0304744228504
WBGene00000480,Y38C9A.2,cgp-1,9.97809340840648,10.6140285087727,10.8316082875805,11.8969133538103,9.71644128508056,10.6439264199109,10.9046274804933,13.4190131435339,9.85924256779609,10.5517480376111,9.91629732438034,11.8105660466423
WBGene00000499,Y60A3A.12,chk-2,6.31504761649213,7.09162709318034,5.36507570472516,6.4826016893043,6.58606710241623,6.898951643403,5.82292852129851,6.49290259281287,7.02059614981327,6.22423086635692,5.48858714610802,6.75709880409389
WBGene00000501,C48D1.3,cho-1,4.92431559423028,4.3671228237429,4.24669235900019,4.65781353344625,4.85164094406342,4.16683589497671,4.3534558968195,4.88326350659409,5.31266561714799,4.15392935829443,4.24091065151941,4.86243018591854
WBGene00000550,F55H2.6,clu-1,12.7027487353753,11.9877964857925,12.9692402116955,11.6250452281118,12.7034332836832,11.8143182282925,12.8187183599285,11.3638420392175,12.1845405340322,11.4364185309119,12.878487463376,11.7050994233596
WBGene00000556,R09B5.3,cnc-2,2.93003856727073,3.66719330846093,2.91381875657863,3.15718517727225,2.96431140645747,3.12454456310926,2.90138217513089,2.94309041914923,2.97177648231144,3.08354846443559,2.90347504020021,3.35909142003068
WBGene00000558,R09B5.9,cnc-4,5.00859421540709,6.98647579283008,5.10775752063564,6.3208655701157,5.52095745373078,6.65262080457581,5.38081368549276,7.03360742754015,5.2881012735229,6.86415942538106,5.55055023060799,6.15223173253376
WBGene00000592,F08H9.1,coh-3,7.56161518240476,7.95957794446994,6.57384752807981,7.28622982968008,7.60955139224531,8.52647405338755,6.82399954882183,7.28309649949608,7.99334896379014,8.49713492093156,6.54819139647346,7.24854525023491
WBGene00000615,F54C9.4,col-38,10.4462143265855,5.36313420637887,4.00336168154547,6.00091000543616,9.85062364432644,5.73738562892102,5.79089518207875,3.55917391507786,12.2774437207688,4.75104143991463,4.27700662108882,3.63027992832592
WBGene00000626,K09H9.3,col-49,8.74556649890137,5.03976020203265,5.52193025240603,3.68040111219552,7.88106605491923,5.02685244142302,4.25691583163524,4.26639660623727,10.6729458625179,4.97751517123283,4.9892119432737,3.8459454354529
WBGene00000639,ZK265.2,col-63,8.80928357185786,6.00600084762557,3.55073489407753,4.31353765037045,6.56672657193585,5.10595550866116,2.77306760509444,3.80747586264978,10.4566215676588,4.02456687815993,2.98330899206416,3.25459038228138
WBGene00000647,Y49F6B.10,col-71,11.3367802527325,7.17040362207897,6.81325477276052,7.38411474543161,10.4681778635935,6.20772948420005,6.94225847871098,6.36683345436617,12.7804319539019,6.80492425060746,6.49195460053005,6.89076805035235
WBGene00000655,C09G5.3,col-79,8.65043623782056,7.23149862082395,6.10130713179105,5.9916647204412,7.99887456435988,4.98454359375673,6.72951872268681,6.53411935841851,9.52211607641224,6.3794331921072,6.45698598206932,6.32545839473437
WBGene00000673,F14F7.1,col-98,9.86289922778298,8.81930847133652,5.6731770553716,10.9202098391177,8.53173574985993,10.8167451544177,7.29833838009567,9.00136289041543,10.2113064025018,9.14508674670378,7.36722642230518,10.7865810832818
WBGene00000677,F56B3.1,col-103,10.0560156723566,8.53233383678063,6.17052206494994,10.8894063075126,8.74836849820953,10.6259071009026,7.23098271597365,9.42852135636872,10.405007625214,9.33667374289331,6.94079200799449,10.8693664617266
WBGene00000684,F19C7.7,col-110,9.42157981451799,6.97954748777822,6.14232060174852,6.12854531314413,8.6897250397964,5.07050459558741,6.55042518232815,6.5936474984463,10.5582617995336,6.37601892744862,5.8245357717715,6.42225943194046
WBGene00000711,C52D10.13,col-138,10.2710731429386,5.02724470782082,4.24869098251728,5.72989210726522,9.41780162619191,4.027463809122,4.10076900451915,3.42642954976443,11.8100641546669,3.85625130174599,4.3410780032519,4.46323502157361
WBGene00000748,C35B8.1,col-175,9.43806420331785,3.34846676887839,3.46370954109489,3.27604628476733,8.49797446713413,3.63578152989202,3.23417875326881,4.12940219254552,10.8302058391922,3.48711706772837,2.86328904767669,4.60357262910751
WBGene00000749,ZC373.7,col-176,9.42164182259369,6.42420220902398,5.56669128856308,10.1405380893792,8.19459515822469,10.3958421062439,5.48495600424703,7.67859489569517,10.0858245390807,6.43270635409542,4.90591902463226,8.6735761831421
WBGene00000754,W03G11.1,col-181,2.86266078906824,2.69275622477092,2.69797135952224,2.77591704480333,3.08012963810246,2.70706633173874,2.67239954114587,2.67805934467448,3.88732109491116,2.6991135571595,2.67707178105896,2.68530429826657
WBGene00000770,C40H1.1,cpb-1,9.3203155826197,9.24645911124402,7.1360401288906,9.06666899957237,9.23680137617491,10.010061521951,8.05156789241672,8.72836983119237,9.19524057954453,9.45898412384044,7.75439686148092,8.41126276619974
WBGene00000771,C30B5.3,cpb-2,6.14830859164888,5.05591565241832,4.62547032961928,5.91195170914787,5.65764271011427,6.20765704361776,5.14582120240449,5.07296234855099,6.83657379659365,5.42107452219615,4.70979474499933,5.05585857763179
WBGene00000772,B0414.5,cpb-3,8.92275470528488,9.26140042719309,7.24340887017054,8.80500781077262,8.76686518089197,10.0167971946117,8.01107100098054,8.87334339379789,9.49994416120812,9.57346417711441,7.6417881968775,9.28106217182803
WBGene00000777,F43G9.9,cpn-1,9.34496905047697,9.80436305760991,8.48726508260433,9.34090733282681,9.20138102513333,9.95494909819371,8.55470612114194,9.67554331264788,9.65988225149783,10.1002548901754,8.27511357741013,9.29058602191211
WBGene00000781,C52E4.1,cpr-1,13.0870986201469,11.5063325236824,14.5615999575151,12.2295748750756,12.5885618225229,12.0947346627825,14.5619458787878,11.6505003828069,11.7718208030499,12.9579309473257,14.9902973776418,12.2437805375512
WBGene00000783,T10H4.12,cpr-3,10.9187662107924,11.2208835840281,8.91343814904418,11.5721803775949,10.3879614574313,11.425884179467,9.6520384940518,11.8324405179099,9.28740422963686,10.8535430434901,9.94218735716213,11.6815049454133
WBGene00000785,W07B8.5,cpr-5,14.7639325865162,13.5156822193563,14.9937008436704,13.7039800756871,14.1160101961467,13.4547845087214,15.1180686765603,13.1266110935115,13.2285762573892,13.7696848592497,15.4950770384862,13.6693082047077
WBGene00000835,ZK652.11,cuc-1,10.427628465936,10.3001637559487,11.0366809926327,9.81203946350208,10.4374673772387,9.7500306039341,10.8835380399976,9.82572524451642,9.8066405241901,9.53554219540845,10.7654004590614,9.36486936765037
WBGene00000929,K07E3.3,dao-3,9.08318936253601,9.29195109695821,10.5948636591911,8.90157656448818,8.90205033225926,8.88415163796323,10.3976146125896,8.78021732790625,9.35287171667987,8.43105026535378,10.6481799871234,8.35777105113149
WBGene00000988,F09E10.3,dhs-25,9.84953034059609,8.1725472204665,9.62218885274754,8.80208843456866,9.37222753655301,8.50713294090756,9.56068701599392,8.66500093754464,9.25335745348472,8.224139862558,9.68513484450619,8.70208314127698
WBGene00001052,F15A8.5,dop-1,3.81042863061717,3.5596258920143,3.56482005065204,3.87601179371254,4.00340259285156,3.88784998025124,3.59909442110163,3.63035514470914,4.68937338470928,3.74904869249639,3.54504100735591,4.243530551432
