wbps_gene_id,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00000111,T08B1.3,alh-5,527.1471190564762,-2.006899383150837,0.4034137573461414,-3.735369346509101,1.87439877422076e-4,0.009239606265372123
WBGene00000114,F13D12.4,alh-8,10427.518113970038,-1.3802942533484872,0.1736773790252824,-5.0685602137071735,4.0083618182487525e-7,3.8182354671399266e-5
WBGene00000176,K02G10.7,aqp-8,265.8549891669379,2.4288833810154045,0.5613277561573886,3.436287195594461,5.897454506795184e-4,0.024744736201428127
WBGene00000251,C09G5.6,bli-1,1859.1920178804796,7.740104065855331,1.63361730816488,4.431946227350201,9.338631013652948e-6,6.786392785076251e-4
WBGene00000298,F32G8.6,cat-4,2445.26695861521,5.679335100362897,0.5436974498903402,9.526134620288417,1.6324873034678487e-21,6.5756588583684945e-19
WBGene00000373,F08F3.7,cyp-14A5,436.3769722699946,4.9323358716419365,0.8129103214671325,5.452429074393471,4.968639173639769e-8,5.388298082305651e-6
WBGene00000412,F35E8.11,cdr-1,1618.8189845070824,4.220430626196487,0.5125706342235519,7.258376461289554,3.9176395659961997e-13,8.004475739335424e-11
WBGene00000480,Y38C9A.2,cgp-1,2853.234044567437,2.298482297588478,0.4455390306616243,4.036643646949935,5.422133179830813e-5,0.003338045134028594
WBGene00000550,F55H2.6,clu-1,5151.711495004617,-1.5291168177775425,0.22416207047410536,-4.590949823049674,4.41233413816901e-6,3.5144116768308874e-4
WBGene00000556,R09B5.3,cnc-2,10.47642200044004,6.228882120130702,1.7575570308574222,3.2595711089590496,0.0011158080568430344,0.04064770538856098
WBGene00000558,R09B5.9,cnc-4,91.67639154606198,2.6728571887906227,0.6229930815990553,3.4877709768678073,4.8706509066389025e-4,0.021258958663094504
WBGene00000673,F14F7.1,col-98,972.4900983615859,4.460393054629477,0.99859487663018,3.9659657257546397,7.30993670235604e-5,0.0041892474646266446
WBGene00000677,F56B3.1,col-103,999.9051399705048,4.730893751419758,0.6890927344644956,6.13980316409467,8.262379665171763e-10,1.1648302851959151e-7
WBGene00000749,ZC373.7,col-176,610.9061507484181,5.623884103007159,1.2964286166031311,3.9523071593657257,7.740129894531796e-5,0.004375613832550838
WBGene00000772,B0414.5,cpb-3,554.5034649458454,1.7822224492418366,0.3832380986067279,3.3457593436127295,8.205758152901291e-4,0.031957121115912264
WBGene00000777,F43G9.9,cpn-1,705.5199968899769,1.2971065933510084,0.23379123695547738,3.4094802000761364,6.508680232872609e-4,0.026830226293285974
WBGene00000781,C52E4.1,cpr-1,11775.311143357916,-3.0342472315373934,0.4326177120936419,-5.85793683590293,4.6865281994277765e-9,6.061529775736954e-7
WBGene00000783,T10H4.12,cpr-3,2051.7985199301484,2.5265197487052418,0.4320561431167711,4.690408367038396,2.7266031743327837e-6,2.2219451764013632e-4
WBGene00000785,W07B8.5,cpr-5,21063.488694271462,-1.9393760248261671,0.36704636178244826,-3.921510127048469,8.799574947066526e-5,0.00480838789161798
WBGene00000835,ZK652.11,cuc-1,1261.4738009977755,-1.467433467169068,0.3012222335357242,-3.211693425858397,0.0013195510752026475,0.04650757764551731
WBGene00000929,K07E3.3,dao-3,797.6452897983265,-2.292380592799742,0.30281081178066516,-5.91914331677832,3.2362287119775088e-9,4.386956959755666e-7
WBGene00001068,F16F9.2,dpy-6,336.43097137351884,5.398155025770546,0.9575413557144116,5.115345667880928,3.131669149112632e-7,3.044846321668268e-5
WBGene00001155,T05G5.6,ech-6,7959.2102596741,-3.4064996252234803,0.1899303644315558,-15.30297503467846,7.30400857880324e-53,1.4710273277709726e-49
WBGene00001188,W08D2.1,egl-20,20.80403117725935,-6.945008491502212,1.9515158166307958,-3.3025653374561057,9.580476571163531e-4,0.03592169114368709
WBGene00001239,F56H11.4,elo-1,7855.054436906181,-1.7629031681008398,0.27632842582402606,-4.5702976967888675,4.870318731949504e-6,3.793467043261e-4
