WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00000111,T08B1.3,alh-5,527.1471190564762,-3.1803107681210214,0.40366627488879037,-6.639917513196871,3.138587460473279e-11,1.1692510690584778e-8
WBGene00000233,R11G10.1,avr-15,52.5737694793344,3.7917440410117225,0.7914005740418851,4.1593905147174,3.190979305441273e-5,0.002443581041455695
WBGene00000251,C09G5.6,bli-1,1859.1920178804796,15.288074051096553,1.628371838122349,9.08150933643538,1.0707949433398023e-19,1.3418034089996213e-16
WBGene00000252,F59E12.12,bli-2,1015.8786267101127,6.0631416965006935,1.0625061159298974,5.2358679287524605,1.6421134855947326e-7,2.7603527177363164e-5
WBGene00000256,Y73B6BL.34,bli-6,714.4032154193915,13.906490757007404,3.6016799432278024,3.7222882011533187,1.974254950837228e-4,0.010154153075500131
WBGene00000298,F32G8.6,cat-4,2445.26695861521,3.7156709305037676,0.5437884399223314,5.913459526581804,3.3499587207862227e-9,8.879967501407172e-7
WBGene00000403,B0034.3,casy-1,477.1772066040804,2.2279064363703234,0.44848277906763545,3.8527821290318456,1.167832960052683e-4,0.007091369833200961
WBGene00000499,Y60A3A.12,chk-2,99.70416106581834,2.5726965862779863,0.5975757360011467,3.4685086113904884,5.233557535140248e-4,0.019927999189053365
WBGene00000501,C48D1.3,cho-1,29.2171513855296,3.2616189266930067,0.8270810571730625,3.338994289304769,8.408229283843872e-4,0.026953263360117198
WBGene00000592,F08H9.1,coh-3,219.24544016613368,1.7556303896926262,0.3251352080576211,3.8618714878460687,1.1252175421826215e-4,0.006862831239577546
WBGene00000615,F54C9.4,col-38,1113.7022171557728,7.751696141623077,1.7238708704693888,4.206635349461256,2.5920086973843938e-5,0.0020533475795831316
WBGene00000626,K09H9.3,col-49,403.7570113923905,5.958066914855464,0.7543902561999856,7.235070800554659,4.65286340764462e-13,2.7884812700423236e-10
WBGene00000639,ZK265.2,col-63,409.69460543285476,13.072532866374099,1.975201586525074,6.3651897366550125,1.950484710562223e-10,6.40130505961659e-8
WBGene00000647,Y49F6B.10,col-71,1518.8584211672337,6.04904567750931,0.5689227574347664,9.75360117870759,1.7803810491895528e-22,6.135193095507199e-19
WBGene00000655,C09G5.3,col-79,249.4283115484945,3.4095930756961073,0.8646351380554124,3.365110839977959,7.651291589031037e-4,0.025910008656364208
WBGene00000677,F56B3.1,col-103,999.9051399705048,3.9650964435524707,0.6890469529617538,5.028824855343064,4.934948884160413e-7,7.47509180431507e-5
WBGene00000684,F19C7.7,col-110,415.2609732476003,4.687247120526689,0.7135062157686668,5.8685503055018655,4.396220188663909e-9,1.1221759088989504e-6
WBGene00000711,C52D10.13,col-138,871.3583369557322,8.486200906532137,1.439555174459482,5.54768656889498,2.8947420142471216e-8,5.4659073869016885e-6
WBGene00000748,C35B8.1,col-175,507.212175716005,10.490536119793063,1.4384057664441758,6.945561782952428,3.769572054772251e-12,1.7319927067660235e-9
WBGene00000749,ZC373.7,col-176,610.9061507484181,5.886538053539814,1.2962261199227163,4.155554320924324,3.244998331588245e-5,0.002457640494649031
WBGene00000754,W03G11.1,col-181,21.958783761920483,8.87758738764999,2.3993177787959583,3.4916539450035198,4.800397460926092e-4,0.01875162948153869
WBGene00000770,C40H1.1,cpb-1,544.3045654591916,2.0497367184287927,0.374218687484603,4.1412595636142715,3.4540381776213404e-5,0.0025701746052387716
WBGene00000771,C30B5.3,cpb-2,65.11393196949197,3.8922764826473744,1.072483067764318,3.1630116918478373,0.0015614606042719593,0.04116065673487755
WBGene00000772,B0414.5,cpb-3,554.5034649458454,1.9129695641556823,0.38231734404916323,3.6958029400151533,2.1919294254316976e-4,0.01080324304366131
WBGene00000777,F43G9.9,cpn-1,705.5199968899769,1.2590514777089015,0.2327809020985165,3.2607979042355417,0.0011109919382880178,0.032933145972821584
WBGene00000781,C52E4.1,cpr-1,11775.311143357916,-2.428686264758068,0.43248257329558015,-4.45956989679653,8.212428835379449e-6,8.140582551898955e-4
WBGene00000929,K07E3.3,dao-3,797.6452897983265,-1.7507872909797917,0.3008112197305945,-4.158047336465683,3.2097952085344247e-5,0.002444409787538039
WBGene00001052,F15A8.5,dop-1,18.616006165486787,5.518482336053294,1.617593618493103,3.1024370266299313,0.0019193437869400372,0.04666002603030242
WBGene00001068,F16F9.2,dpy-6,336.43097137351884,4.707790707632515,0.9574264529274785,4.394897064695203,1.108252563875611e-5,0.0010252451906349947
WBGene00001155,T05G5.6,ech-6,7959.2102596741,-2.0796523628346595,0.1892451026749564,-8.347124129007653,6.994519607820435e-17,6.42749721827979e-14
WBGene00001172,C51E3.7,egl-3,796.6594051973157,2.1854813738208083,0.4851609522631291,3.4740664226140776,5.126341148856781e-4,0.019573818946216584
WBGene00001214,F26A3.3,ego-1,515.5411242823295,1.8845222235098327,0.2994190714202796,4.624028178774384,3.763587045761605e-6,4.2873788296510717e-4
WBGene00001386,F02A9.3,far-2,8475.544573790336,1.6702813172879416,0.3718398474514403,3.14727247579557,0.0016480130903455362,0.04269964743857682
WBGene00001392,K02F3.3,far-8,353.3249616377922,3.122440493121152,0.5408243344161449,4.848969112960214,1.2410474134575166e-6,1.6448651487594625e-4
WBGene00001397,W06D12.3,fat-5,891.4827342095597,-7.3135925893257285,0.7048022189119693,-9.667382432257574,4.148528825981522e-22,9.530553556221551e-19
WBGene00001398,VZK822L.1,fat-6,5717.398736996003,-2.389227863655779,0.27053102505960397,-6.983405556680755,2.8810915248776292e-12,1.4183201992469015e-9
WBGene00001399,F10D2.9,fat-7,39.82721571763836,-6.381530248208659,1.1670910434826984,-5.039478523164461,4.6680200643784085e-7,7.149332063043555e-5
WBGene00001402,F21H12.5,fbf-2,321.6754998157909,1.456620408925208,0.25683109950919153,3.7247062787696867,1.9554276280112589e-4,0.010132937753574132
WBGene00001410,Y54F10AM.2,feh-1,133.13049233417325,3.0561435397478904,0.6768020665736494,3.7767962983454213,1.5885855047404352e-4,0.008829460724734742
WBGene00001414,F43G9.6,fer-1,290.37858556278076,3.13139415954876,0.8443937996841187,3.11631156047468,0.001831286792803313,0.04562908943866872
WBGene00001454,K02G10.4,flp-11,145.52077827496205,2.481992171910169,0.43504567563728075,4.555825475122421,5.2180248810560674e-6,5.681234815647552e-4
WBGene00001546,F22E5.3,gcy-21,24.314580508075636,8.086081812631575,1.6890463985886608,4.49134009519832,7.077642873169925e-6,7.335205215321371e-4
WBGene00001564,C05E4.9,icl-1,22436.138297985628,-2.0396551427858927,0.356305682360603,-4.321163593533903,1.5520854407763575e-5,0.001337121607228832
WBGene00001595,T23G11.3,gld-1,1043.7588068792807,2.0185444254078764,0.45209144989340516,3.3589319722058915,7.824432623060761e-4,0.026043488849736646
WBGene00001597,T07F8.3,gld-3,387.8240937883754,1.6143529663284109,0.2772870283466139,4.018770632629266,5.850258650200311e-5,0.0039724120805103985
WBGene00001599,C55B7.1,glh-2,430.9945716318984,1.4456994407794772,0.3060008680468329,3.090512281274769,0.001998115412594592,0.04793883987465527
WBGene00001601,T12F5.3,glh-4,918.0153616022744,1.7750017032410055,0.35474481726871376,3.59413764817658,3.254677483675362e-4,0.013975848733639001
WBGene00001616,ZC196.7,glr-5,26.057853303661016,3.4371222998692748,0.8089698377955967,3.6306944494652478,2.8265965661457884e-4,0.01290126061846144
WBGene00001678,Y95B8A.5,gpa-16,293.87921858384624,1.7173845718408491,0.273164786723953,4.456594081692815,8.327206469948872e-6,8.140582551898955e-4
WBGene00001692,W05E7.1,grd-3,139.2350975590115,2.9517747497844558,0.7126117681244757,3.4405476578604457,5.805381881408706e-4,0.021569106159929272
WBGene00001710,C24G6.7,grl-1,10.902482055684116,7.245697827383564,2.065482614729506,3.265918473134656,0.0010910965754644367,0.032624024286771795
WBGene00001764,F37B1.5,gst-16,125.8064348370787,1.870711920721527,0.43720112088011565,3.1351976361867293,0.0017173836713796334,0.043595610545666415
WBGene00001778,ZK546.11,gst-30,53.27131343205323,9.047036771311234,1.5210959884400903,5.6189989561910325,1.920670168538766e-8,3.893311412226228e-6
WBGene00001786,F35E8.8,gst-38,8672.16561173229,3.145427671866071,0.4229090955775619,6.255310419023365,3.9672600473324534e-10,1.1887980976615336e-7
WBGene00001853,Y73B6BL.9,hil-2,1402.7175175814107,-1.7455494286527287,0.3955825567565122,-3.148645983951677,0.0016402877248505126,0.04262468311547831
WBGene00001854,F22F1.1,hil-3,886.8412555573707,-2.839264612424001,0.431062681004439,-5.426738883944147,5.739299500967488e-8,1.0274091470303359e-5
