WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00000040,ZK455.1,aco-1,11219.326507504682,-0.5548390938749709,0.42085630732419665,2.0391548382447852e-4,0.0031834391911868135
WBGene00000073,F57F5.4,add-2,329.645240429474,-1.317076668756368,0.3945860238446377,0.007020662333651857,0.0502413088339856
WBGene00000113,F45H10.1,alh-7,1152.912850646407,-0.6431628282360663,0.27884762132456276,0.012943195524126708,0.07856254286391262
WBGene00000114,F13D12.4,alh-8,17489.654336924003,-1.3046517399380848,0.21766302129726317,8.749531958654754e-15,1.7491109797347093e-12
WBGene00000118,Y69F12A.2,alh-12,3151.94138253459,-1.0668629901860545,0.484231456867065,6.2823652307870635e-6,1.8109447190544058e-4
WBGene00000155,W03G9.4,app-1,3563.2391853228423,-0.5565546752456496,0.34049821197658814,1.5707936101410147e-4,0.0025915569175670567
WBGene00000181,F01G4.2,ard-1,4495.532703882545,-0.6380171586329021,0.2585008157665766,7.746064243190175e-5,0.001434839553494902
WBGene00000202,Y6D11A.1,exos-4.2,525.2977375854068,-0.5661640963826048,0.3064612123969438,0.005521517940224203,0.04211730706336529
WBGene00000207,F02E8.1,asb-2,16679.588124808135,-0.5418232430779522,0.21958902725462154,1.7870710763126928e-4,0.0028535669167719167
WBGene00000245,T13C5.5,bca-1,445.4607913836906,-1.0207047519730028,0.3963428313879331,7.989919485467245e-6,2.204100907523249e-4
WBGene00000514,F22F7.5,ckb-4,507.85754147861485,-1.096082600304186,0.44447316291378786,6.95448177068234e-6,1.9678370936785527e-4
WBGene00000515,T27A10.3,ckc-1,820.342887011084,-0.7071929886967293,0.5115408332484885,8.515323756717823e-5,0.0015585776288603737
WBGene00000516,T05A6.1,cki-1,429.02662912929185,-0.5444663806648955,0.4453064989766824,0.0010741558749485043,0.011844184371835476
WBGene00000550,F55H2.6,clu-1,7737.841587141835,-1.4151592855739947,0.2894107984309699,1.6401224980622151e-15,3.712706707745835e-13
WBGene00000761,C24A11.9,coq-1,1084.6138875407069,-1.0737434538658452,0.33014737580877357,2.121018511415402e-8,1.2092162202302697e-6
WBGene00000766,K07B1.2,coq-6,983.3809602860623,-0.8085694640903546,0.21833513154856868,8.025747788262886e-6,2.2100238945390091e-4
WBGene00000767,C35D10.4,coq-8,2659.7002462501955,-0.99886392474367,0.2048421970888224,7.471299141723317e-15,1.5334094358472936e-12
