WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00000003,F07C3.7,aat-2,285.53882735716184,-0.25372255300845575,0.46805882792641507,0.008524613414963262,0.05846261789078675
WBGene00000008,F54D12.3,aat-7,19.132976223823277,-0.26295182134339756,0.5011563706472573,3.827738722313041e-8,2.041946293491355e-6
WBGene00000020,F12B6.1,abt-2,1062.4393581708268,0.06368432599311653,0.17691070473749884,7.484910806327535e-4,0.00901522421102747
WBGene00000027,Y5H2A.3,abu-4,23.39045448018681,-0.051433664529277716,0.31662058550540956,2.6760924169970363e-4,0.003941539402097568
WBGene00000040,ZK455.1,aco-1,11219.326507504682,-0.29861158297541185,0.32988628035162837,2.0200240975642905e-4,0.0031649097065191735
WBGene00000041,F54H12.1,aco-2,23417.212089665078,-0.2119188922707805,0.1317686200428936,1.9899779616416313e-6,6.669454398832397e-5
WBGene00000073,F57F5.4,add-2,329.645240429474,-0.19852784007473936,0.28099783202202455,0.007039767941976279,0.05052380584283805
WBGene00000097,F58E10.4,aip-1,379.8559340108142,-0.010650172819521029,0.21690224230474353,4.898045463615409e-4,0.006327289883449251
WBGene00000110,T05H4.13,alh-4,4446.169932629694,-0.2514601942552077,0.2852498773224597,0.010417186392732805,0.06735290861657017
WBGene00000113,F45H10.1,alh-7,1152.912850646407,-0.06685954300552639,0.20622130757895094,0.012938912494443924,0.07877634947248538
WBGene00000114,F13D12.4,alh-8,17489.654336924003,-0.6400341494606264,0.2199130244859293,8.634533974495335e-15,1.7505531345562264e-12
WBGene00000116,C54D1.4,alh-10,506.5612872407947,0.06537658675955074,0.26391951034005295,0.012171929870947585,0.07542389180884201
WBGene00000118,Y69F12A.2,alh-12,3151.94138253459,-0.596688169069435,0.48850829377608673,6.200371324685119e-6,1.7961748230259893e-4
WBGene00000136,C05E11.5,amt-4,1256.5296871323494,-0.29205033331078256,0.4810622014285645,0.0010718500363265393,0.011871201156642424
WBGene00000155,W03G9.4,app-1,3563.2391853228423,-0.32011791754573476,0.29355727992145186,1.5605065274836672e-4,0.002586917111205989
WBGene00000169,F32A5.5,aqp-1,1295.826490010038,-0.23815904800218743,0.3851285383169369,1.7097331699459644e-4,0.002765892579334411
WBGene00000180,ZK1320.6,arc-1,718.1676592536701,-0.5720059876393152,0.19953331543502748,3.2551190566259045e-4,0.0046295360236163815
WBGene00000181,F01G4.2,ard-1,4495.532703882545,-0.1600607645332428,0.20787405565157208,7.712636188249097e-5,0.001429155193680725
WBGene00000196,W02B12.6,aars-1,754.1136642157732,-0.26571901034642853,0.17272670352729727,0.008605890026979122,0.05883757415555762
WBGene00000202,Y6D11A.1,exos-4.2,525.2977375854068,0.014389026749198503,0.21323696076950874,0.00553318890032438,0.0422933386805873
WBGene00000207,F02E8.1,asb-2,16679.588124808135,-0.22208440508207855,0.19435249785715306,1.7811915346970742e-4,0.0028545353316449884
WBGene00000210,C53B7.4,asg-2,4822.30486670212,-0.12991085887950587,0.19025817809113604,0.002674207185079619,0.024251913042572047
WBGene00000217,R12H7.2,asp-4,9070.154534818286,-0.23094085171384887,0.32113883626483364,0.0041626730287730946,0.034190692639634944
WBGene00000229,C34E10.6,atp-2,76980.64748346279,-0.26880860610438234,0.1789294720376704,1.3987211293041755e-5,3.512065741120924e-4
WBGene00000230,F27C1.7,atp-3,14800.827869609717,0.014091747253135004,0.15275013918221594,0.014379205992127702,0.08513218847182517
WBGene00000245,T13C5.5,bca-1,445.4607913836906,-0.25214008414169736,0.2975912215171584,8.013508411746191e-6,2.2180297878615984e-4
WBGene00000251,C09G5.6,bli-1,3588.9277029756213,-0.028646708252664455,0.3123426132582669,0.005054583471111094,0.03943649462253023
