WBgeneID,wormbase_gseq,wikigene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00000013,C50F2.10,abf-2,25.832569392808093,1.9563330420830831,0.5531734425783333,1.9853988505982585e-5,4.6924013151448105e-4
WBGene00000074,C04A11.4,adm-2,1174.2174041024912,0.6920933003287277,0.15296241328193266,9.362287056779153e-7,3.5377053812344165e-5
WBGene00000208,Y53F4B.15,trip-4,1173.0844053012652,0.641122586417723,0.1401986706632437,8.022829444147919e-7,3.13134079849186e-5
WBGene00000227,Y48G1BL.2,atm-1,1049.9424857380864,0.5644911928231703,0.14663357180961598,2.5150411323310164e-5,5.677070151851724e-4
WBGene00000287,M02B7.6,cal-3,69.56326071976957,0.951831118124005,0.6182036121213597,0.005218701515892316,0.040410206564797505
WBGene00000298,F32G8.6,cat-4,3331.0663415642125,0.5993962769899046,0.929427165999291,0.0031092787645020437,0.027251705919458788
WBGene00000412,F35E8.11,cdr-1,1932.587728512075,4.69600726048559,0.4103778435026082,5.267873801686393e-33,6.767900866716593e-30
WBGene00000415,Y47H9C.4,ced-1,1332.1702557856554,0.6569523504539527,0.21629299051491843,4.4548983419266566e-4,0.005865172308922567
WBGene00000465,C07G2.1,cpg-1,521.0536885335509,0.8223810656545867,0.29660887261857743,5.408945235943374e-4,0.006852071380652341
WBGene00000480,Y38C9A.2,cgp-1,4010.7530122112494,1.1211422340141612,0.2617984920551777,1.2854594379108068e-6,4.619563672324221e-5
WBGene00000522,C09F12.1,clc-1,1541.2301886517446,0.7248200105185107,0.30908496577759964,0.0023176246728831523,0.02178708511087778
WBGene00000556,R09B5.3,cnc-2,40.513425021972026,2.9815574966870892,0.6467039185861566,2.6480790285575814e-7,1.1697832201510669e-5
WBGene00000558,R09B5.9,cnc-4,289.4414095888738,3.130246107791483,0.4362050293903157,1.2095896595047382e-14,2.390800484690327e-12
WBGene00000562,F14H8.6,cng-1,141.73183931122733,1.0744018287147292,0.6892927286747831,0.0036158231046234026,0.030562031142532343
WBGene00000613,C27H5.5,col-36,20.754674458757314,5.195093343142789,1.1641009378314675,4.0933932028720146e-7,1.7433105803502167e-5
WBGene00000685,F29B9.9,col-111,1797.8682270102292,0.9167669395418941,0.4625079307943454,0.002228683101808204,0.0211573937072519
WBGene00000772,B0414.5,cpb-3,1043.42032169078,0.5004254161184911,0.26950010901537763,0.012152811860812096,0.0753660098383508
WBGene00000783,T10H4.12,cpr-3,2690.805934948329,1.244356130608399,0.35760872050362025,1.564096153029721e-5,3.845880445176907e-4
WBGene00000795,CD4.2,crn-2,761.7414693407981,0.971646473022267,0.27466726017186005,2.5282361467547174e-5,5.698511209724778e-4
WBGene00000804,Y48E1B.12,csc-1,435.222371521977,0.5307080048958529,0.18093150378851333,7.431997788995357e-4,0.00895849178365453
WBGene00000870,Y38F1A.5,cyd-1,355.371107730549,0.5426670742605404,0.1731513735321855,3.6280274174531584e-4,0.005040218832325612
WBGene00000898,Y55D5A.5,daf-2,1681.81935387456,0.5427585314741421,0.12977408475528512,3.259209117839189e-6,1.0317705743270385e-4
WBGene00000973,Y32H12A.3,dhs-9,3019.227320849913,1.1022196026922446,0.2536968991230179,1.0751232466146767e-6,3.93709622162909e-5
WBGene00000986,R08H2.1,dhs-23,108.96726337400486,1.5561653526517767,1.3132934679418562,2.5829211066307416e-4,0.0038363097014379715
WBGene00001118,ZK520.3,dyf-2,102.59388549017966,0.5665716808320829,0.26072983478558986,0.004981871858490359,0.0390271943304603
