WBgeneID,wormbase_gseq,wikigene_name,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.CeMbio.to.PA14.wholeworm,Rep1.CeMbio.wholeworm,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep1.OP50.to.PA14.wholeworm,Rep1.OP50.wholeworm,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.CeMbio.to.PA14.wholeworm,Rep2.CeMbio.wholeworm,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep2.OP50.to.PA14.wholeworm,Rep2.OP50.wholeworm,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.CeMbio.to.PA14.wholeworm,Rep3.CeMbio.wholeworm,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine,Rep3.OP50.to.PA14.wholeworm
WBGene00000020,F12B6.1,abt-2,10.0920852620782,9.72178195865273,9.94426958393977,9.88997875959851,10.0906217562813,10.5073895898146,10.168315477281,9.64250650884273,9.58737885778238,9.88849890475947,9.82406256792392,9.63628167408984,10.1024013047239,10.5107943719294,10.235092680137,9.8245328808053,9.71349726822529,10.0337104430701,10.0549686544067,9.76827265567576,10.0588415154477,10.4635475891331,10.4432702051398
WBGene00000036,Y44E3A.2,ace-2,9.58622071727181,9.5722363319337,9.72912932268578,9.59427859852413,10.0871676400962,10.0708802551532,9.62462548968521,9.76984014283864,9.63453650363926,9.72973649507904,9.8171075331678,9.66444569979781,9.85971898380244,10.1516333622673,10.0447214360237,9.94869101094769,9.5711502589895,9.71225569957916,9.65105260521661,9.50562328358851,9.70126497171154,10.0230232358589,10.2494928992887
WBGene00000086,C02H7.3,aex-3,9.0452261094654,8.85875553313471,8.7931158364977,9.27152769459077,9.22245201820198,9.46666991516571,9.04248227778034,9.07934588455137,8.978680550418,8.64883144022365,8.86883923463222,8.75799890531312,9.05228364967387,9.17798972126908,9.05482924686922,9.15648573375424,8.88911270297185,8.85280260532997,8.93877133764022,8.93422450981247,8.93674955155214,9.26030733167589,9.56826578360212
WBGene00000100,C25A11.4,ajm-1,12.069086312254,11.9134544595321,11.8674576719971,12.2039299673368,12.1964393906453,12.2066910198317,12.1922068830556,11.9979764490829,12.0117136140891,11.6071618414401,12.0581390070014,11.8426490684087,12.3216946457075,12.3420693467137,12.1702368742104,12.0583429260116,12.0287411032179,12.0094176243277,11.8615281771954,11.9265982741353,12.2939173954235,12.294023302561,12.3229305419073
WBGene00000114,F13D12.4,alh-8,14.0729304507582,13.4066846429465,13.824838703112,13.958475208931,14.7964130361819,13.7934693728465,13.9914773751352,14.6012526855252,13.8916987936492,13.2230050417148,13.6672173087035,14.2013903575613,14.622569749584,13.4755961323365,13.8785684111363,14.61502106055,14.0199693050082,13.6108671075425,13.6958296007346,14.0876645667301,14.8092793536304,13.6945230339233,13.8483228651345
WBGene00000145,F35G12.9,apc-11,7.6030897977751,8.29559344306544,8.30656110914976,7.63614231959252,7.41668801503124,7.58765344690763,7.7360708738245,7.75652052257545,7.73854476472848,8.12902482680444,7.64968322590305,7.80629585951725,7.48270343287665,7.38427206645808,7.41449789262454,7.80600267090412,7.75039069574191,7.84296953443745,8.15557881732617,7.81816861347365,7.27642661705978,7.67048112271201,7.62157085153646
WBGene00000180,ZK1320.6,arc-1,9.56495950592311,8.86091804689765,9.29891247742513,9.58957335836432,9.88489357742986,9.40096100688945,9.31258094132547,9.52096644354491,9.52136156701964,8.86368751208139,9.42647346622518,9.44707110222828,9.77710920594541,9.62893213483339,9.47342553721629,9.60408145589634,9.31593964981184,9.20526714112777,9.15314483056441,9.41617237737,9.82348725309878,9.6780293507932,9.63068492103532
WBGene00000206,F35G12.10,asb-1,11.1114494881113,11.5816852255024,11.2356567324817,11.0647204751305,10.6963615609061,10.8899709890636,11.1040232345869,11.2801429722364,11.1590931616398,11.6895722232576,11.2402091394884,11.3139640033827,10.8135995060106,10.6373973988639,10.8521466324522,11.2733407398005,11.4724002587951,11.3439795264699,11.2186036706848,11.391694554765,10.8232148245747,11.0395856252957,10.6317017386744
WBGene00000208,Y53F4B.15,trip-4,9.80716161637671,10.0609743669755,10.1824083775839,9.75908003790974,10.2321200592485,10.7282049845317,10.219671585216,10.145852579911,9.63277983949363,10.3516071877186,9.94543501046083,9.74578545849745,9.88200335771008,11.2320893369187,10.5573869954021,9.84390587210456,9.56281733654753,10.2621886967582,9.93776017321895,9.72316913902822,9.85076446690844,10.5742298865932,10.1164902032881
WBGene00000217,R12H7.2,asp-4,13.435594783443,12.8696897037216,12.5764841850282,13.2818019677999,13.9931405392026,13.4026671528203,12.5742177812045,12.7982900518428,13.3368444587598,12.7784311689203,12.5499029380418,12.6178594921445,13.9444218343648,13.4818144309745,12.8079512184052,12.788158786163,12.5817983177243,12.4226750738551,12.0060945034733,12.503893603501,14.0373267041543,13.1666256665609,12.7740411186402
WBGene00000222,F45E6.2,atf-6,9.07843391155535,9.39645996750587,9.06030141975447,9.44638434189174,10.0262194473346,9.93930196793961,9.18022950534613,8.97758247248777,9.5968356793226,9.37750523225499,9.26452317675593,8.97666457436885,10.0517202615607,10.5227342693052,9.08604265060064,9.10547697041453,8.78598670047712,9.58906085562658,9.45389715765199,8.95348526541148,10.3963965588698,9.99915566234231,9.6670303667029
WBGene00000224,F26D10.9,atgp-1,10.9567668897985,10.5727881227555,10.6745827909539,10.8090510741499,11.580846763125,10.9109543556788,10.6880400250646,11.1497069128102,10.7862835121641,10.840795685533,10.8967625913954,10.7164018894543,11.3332419901926,11.217740582969,10.7687913860604,11.0102565102031,10.7835313301709,10.4935901908864,11.0927263904531,10.6768533412306,11.3194183891309,10.7920778946364,11.0595978355946
WBGene00000236,F57B10.11,bag-1,9.12762075402584,9.48829981101644,9.25228140737927,9.45869216444832,8.83609599118868,9.18630140803588,9.20777606943226,9.32132002810091,9.04612977309757,9.17216153238733,9.21932930812344,9.41282153109197,9.15789958997638,9.160976198822,9.09484804655609,9.28643493809372,9.49938829062523,9.53732989467327,9.65600655779569,9.4323781049612,9.00588961554815,8.9472626053285,8.8733030030441
WBGene00000302,C56A3.7,cav-2,6.89023209723997,7.28484871009321,7.12129847513895,7.06599586634592,8.09100920450554,7.23854810452233,6.94586588063765,7.73703057201293,6.99694265498435,7.82526639688944,6.87869795213926,6.59016469135685,7.37321570438115,8.61467215658433,7.89994973611428,7.32096728170567,6.66645153284895,7.21741557708697,6.82505680152167,6.57132514686563,7.06776955030697,7.74862196768135,7.81019892091405
WBGene00000373,F08F3.7,cyp-14A5,7.33163448407404,8.46078140084938,8.44593093984288,7.07959368339366,7.306008253031,10.0882711999909,9.14383128585355,10.352474703949,6.93153123599464,6.16916558228274,7.75460290341054,7.93717127457981,7.09500813751464,11.5016807355863,10.0574070342391,9.50497110564963,8.211399155416,7.38770917393556,6.98893118144719,7.32760398300826,6.07475533520964,9.5172891767643,9.60105188799812
