WBgeneID,wormbase_gseq.x,wikigene_name.x,wormbase_gseq.y,wikigene_name.y,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.CeMbio.to.PA14.wholeworm,Rep1.CeMbio.wholeworm,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep1.OP50.to.PA14.wholeworm,Rep1.OP50.wholeworm,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.CeMbio.to.PA14.wholeworm,Rep2.CeMbio.wholeworm,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep2.OP50.to.PA14.wholeworm,Rep2.OP50.wholeworm,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.CeMbio.to.PA14.wholeworm,Rep3.CeMbio.wholeworm,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine,Rep3.OP50.to.PA14.wholeworm
WBGene00000001,Y110A7A.10,aap-1,Y110A7A.10,aap-1,8.42308671830844,8.51081125504946,8.68510021531758,8.78113420840544,8.62091828327078,8.99465421394402,8.87966404712263,8.85581602595858,8.67993769450738,9.27308285405589,8.63689420036779,8.78279539557735,8.58615839589526,8.95757805777295,9.02053429828908,8.73192837722428,8.82347938349588,9.56027685161309,8.99593158889037,8.8461463671944,8.36669935514006,8.70093944085824,9.16634649945525
WBGene00000008,F54D12.3,aat-7,F54D12.3,aat-7,4.17235931147315,3.44797853941846,3.98105170796796,4.43110263077517,4.05345607901742,3.78347283553,3.62661802284205,4.22901474414156,3.81613245527523,3.47610201053213,3.55375882448892,4.36088231206825,4.44109553737047,3.42090618235884,3.56153941618707,4.649476680993,4.26155862773594,3.46085425536352,3.43555553507232,4.42312583570838,4.44776667320167,3.4346041478006,3.40645261852527
WBGene00000013,C50F2.10,abf-2,C50F2.10,abf-2,3.63888418881242,4.24957550861592,4.83374915534581,3.93754392044084,3.97849721850881,3.64742763669855,4.55761864631932,3.88939153700023,3.81681883152334,4.61338246971791,4.65149355969004,3.90868353462272,4.50015954931198,4.89325453212272,4.80988241284418,4.07118585645985,3.95841322662979,4.82130971475418,4.20486140969452,4.18355288981163,3.77766192264641,4.73201996597424,5.42991931911409
WBGene00000020,F12B6.1,abt-2,F12B6.1,abt-2,10.0920852620782,9.72178195865273,9.94426958393977,9.88997875959851,10.0906217562813,10.5073895898146,10.168315477281,9.64250650884273,9.58737885778238,9.88849890475947,9.82406256792392,9.63628167408984,10.1024013047239,10.5107943719294,10.235092680137,9.8245328808053,9.71349726822529,10.0337104430701,10.0549686544067,9.76827265567576,10.0588415154477,10.4635475891331,10.4432702051398
WBGene00000027,Y5H2A.3,abu-4,Y5H2A.3,abu-4,3.3248970315787,2.91720407092812,2.8458828259304,3.94436575081367,2.93948624143041,2.85889229876441,3.39446788444532,4.45541009442392,4.08745814005495,2.96424378502896,3.35172892425012,4.90045338848466,2.84410370689649,2.86689568038271,2.84250502563461,4.91319554631162,4.97469952645544,2.93931277997482,2.89482238785755,3.62715626025832,2.86177061586515,2.89306168177107,2.95844860639911
WBGene00000040,ZK455.1,aco-1,ZK455.1,aco-1,13.9770780557349,13.2674552075425,13.0927700824983,13.8272564912162,14.2099038102235,13.7546134220233,12.9859045844334,13.098002231905,13.6275475625331,13.174743240799,12.8328341703869,13.298755837972,14.022111636059,13.0827643472082,12.7790272790279,13.1655291263343,13.1091907433339,12.9387077234157,12.9226397674728,13.231055096924,14.2333512999154,13.4092563938024,12.7620874994447
WBGene00000041,F54H12.1,aco-2,F54H12.1,aco-2,14.69716562356,14.4375239549445,14.3836210431071,14.5302596754053,14.8759147343048,14.5120548920609,14.3174423959169,14.716929541996,14.5534351285338,14.4583980690343,14.3948477303247,14.4619571435417,14.8141297292934,14.3872811148396,14.2230038139179,14.6400847155988,14.3769630671412,14.1520013154652,14.226362017008,14.4540387891614,14.8118039667882,14.548787561356,14.430020843901
WBGene00000074,C04A11.4,adm-2,C04A11.4,adm-2,9.64130144239186,10.4480332397206,9.7502488392245,9.90538591525927,9.88147614189266,10.5447390658729,10.2628773501123,9.9290354434365,9.89160097876962,10.4035057644019,10.094682971659,9.60590724576092,10.134644291086,10.9794334502529,9.92150560569505,9.82965124569242,9.5632589591907,10.7809092798481,10.0651747846766,9.65517392812302,10.0658197505992,10.6015962168386,10.5537671979323
WBGene00000097,F58E10.4,aip-1,F58E10.4,aip-1,8.47284234857347,8.53588461911816,8.61123842073299,8.27060823699013,7.87156386125004,8.47189165315873,8.73148640695838,8.41027336170724,8.34663061641523,8.05676203937002,8.62498554495208,8.52399945367381,8.19090209706463,9.19364161664218,8.62150271239629,8.47402456219916,8.31685679961403,8.43590083802999,8.86941409190123,8.46222023865356,8.13028063191814,9.06550553715194,9.00433825390645
WBGene00000114,F13D12.4,alh-8,F13D12.4,alh-8,14.0729304507582,13.4066846429465,13.824838703112,13.958475208931,14.7964130361819,13.7934693728465,13.9914773751352,14.6012526855252,13.8916987936492,13.2230050417148,13.6672173087035,14.2013903575613,14.622569749584,13.4755961323365,13.8785684111363,14.61502106055,14.0199693050082,13.6108671075425,13.6958296007346,14.0876645667301,14.8092793536304,13.6945230339233,13.8483228651345
WBGene00000118,Y69F12A.2,alh-12,Y69F12A.2,alh-12,12.2856022193324,11.1506677128943,10.9409553674459,11.9810477507655,12.5540383608222,11.5710698898993,11.0652887827396,11.120280643602,11.9809632373608,10.7994966649212,11.1161961243203,11.3819108413829,12.2810550850829,10.9890476308615,10.8453438499884,11.2979992548417,11.2999122911826,11.3865993746606,11.0237086319004,11.2036862732154,12.5335707334015,11.4948461385619,11.1223862621746
WBGene00000136,C05E11.5,amt-4,C05E11.5,amt-4,11.1776315582127,10.0681172533596,9.58416173398003,11.07434442091,10.471366901489,10.211807056907,9.32913353064419,8.23018377034505,10.5917623614507,8.77638739374675,9.27158333801062,10.2612378987402,10.8343593780968,9.79839763977405,9.3214676047439,8.89083038518071,10.3537530479521,9.5774099528367,9.5236111267729,10.4006279452648,11.4737835116472,10.5030501182058,8.43239264341417
WBGene00000155,W03G9.4,app-1,W03G9.4,app-1,12.1697751504955,11.677030547236,11.4111397084099,12.1310616882834,12.39437470626,11.7059380273592,11.4335130887064,11.3188377983639,12.0132098393083,11.5424786531203,11.3452696633497,11.6952837575918,12.226768472571,11.6058895202944,11.2974529838615,11.5179080358985,11.7932966971959,11.4922584435217,11.4580596951009,11.7354989229915,12.5340723835558,11.9633896700378,11.1624303108884
WBGene00000169,F32A5.5,aqp-1,F32A5.5,aqp-1,11.1473245928135,10.1767539771534,9.51421392404441,10.7378106198097,11.4732761711328,10.5037867303352,9.41538395261176,9.9702285235893,10.9845130045856,10.2056517735164,9.38280058532195,9.92525632118218,11.025986121702,9.89828469940604,8.9849717240096,10.0396080734841,10.0093739383402,9.57436093279036,8.68317492918368,9.5163257392425,10.8459013387981,10.1129902927403,8.81064193751328
WBGene00000180,ZK1320.6,arc-1,ZK1320.6,arc-1,9.56495950592311,8.86091804689765,9.29891247742513,9.58957335836432,9.88489357742986,9.40096100688945,9.31258094132547,9.52096644354491,9.52136156701964,8.86368751208139,9.42647346622518,9.44707110222828,9.77710920594541,9.62893213483339,9.47342553721629,9.60408145589634,9.31593964981184,9.20526714112777,9.15314483056441,9.41617237737,9.82348725309878,9.6780293507932,9.63068492103532
WBGene00000181,F01G4.2,ard-1,F01G4.2,ard-1,12.53151598159,12.0198343711365,11.817275903259,12.3358423551967,12.542192446463,12.1269575449278,11.757408907592,12.1377529760588,12.3032796688964,12.2023914499228,11.7795566520889,11.9712717415375,12.600420149026,11.9528047688317,11.6371292649347,12.0410252791109,11.9612325018101,12.0452496367419,11.8619984880072,12.0091950890788,12.6770675890981,11.92969140045,11.7957226499259
WBGene00000202,Y6D11A.1,exos-4.2,Y6D11A.1,exos-4.2,9.27883625022446,9.51176212814334,8.84419156393122,9.15576856377946,9.2882525067714,8.58033956206033,8.80501309189474,9.06764077691817,9.43235999486125,9.03697992556411,8.79224521625943,8.97593462981904,9.22595210688134,8.94288562445076,8.64208339695025,9.02092250749518,8.8537377256099,9.07018695265655,8.47675646984811,8.92587472012194,9.46863093597548,8.77310913427889,8.56761273731827
WBGene00000207,F02E8.1,asb-2,F02E8.1,asb-2,14.235888339896,13.9210056924859,13.8895448824205,14.1384196770291,14.5102581810672,14.0794623727328,13.7074522882428,14.0953414193566,14.0678014862411,13.6293206485641,13.9272816128415,13.902927891588,14.4066142616672,13.7819644046168,13.6984177068007,14.0758920576019,13.8027830592608,13.856130050123,13.7836173981293,13.8282116720708,14.5833797365681,14.0978398633851,13.7263496753489
WBGene00000208,Y53F4B.15,trip-4,Y53F4B.15,trip-4,9.80716161637671,10.0609743669755,10.1824083775839,9.75908003790974,10.2321200592485,10.7282049845317,10.219671585216,10.145852579911,9.63277983949363,10.3516071877186,9.94543501046083,9.74578545849745,9.88200335771008,11.2320893369187,10.5573869954021,9.84390587210456,9.56281733654753,10.2621886967582,9.93776017321895,9.72316913902822,9.85076446690844,10.5742298865932,10.1164902032881
WBGene00000210,C53B7.4,asg-2,C53B7.4,asg-2,12.5226407390201,12.1510311399917,11.9581638465941,12.4256488323477,12.682089316309,12.4020078371969,11.8808851584525,12.2430557385964,12.2114748467465,12.0190773190411,12.0895202228946,12.0567790791075,12.5426322301814,12.1386935946471,11.8723554079993,12.1515972901821,12.0606868026708,12.2104403886522,11.9970728227674,12.0175999099263,12.7573205372043,12.1798087792841,12.090825789227
WBGene00000217,R12H7.2,asp-4,R12H7.2,asp-4,13.435594783443,12.8696897037216,12.5764841850282,13.2818019677999,13.9931405392026,13.4026671528203,12.5742177812045,12.7982900518428,13.3368444587598,12.7784311689203,12.5499029380418,12.6178594921445,13.9444218343648,13.4818144309745,12.8079512184052,12.788158786163,12.5817983177243,12.4226750738551,12.0060945034733,12.503893603501,14.0373267041543,13.1666256665609,12.7740411186402
WBGene00000227,Y48G1BL.2,atm-1,Y48G1BL.2,atm-1,9.67647083106422,10.4245818969699,10.2687891110238,9.76621922391935,8.99456046230719,10.1092622952229,10.1976215485273,9.77178811327278,9.69299088680708,10.5356368106167,10.1142975856061,9.9537849171527,9.75195082512538,9.97519329829129,10.4411340125792,10.194389792536,9.93118401763161,10.1993482632741,9.9808270544547,9.92141871948121,9.22328113246081,10.133990579036,10.0953886739771
WBGene00000229,C34E10.6,atp-2,C34E10.6,atp-2,16.5501360970166,16.0850599635099,16.0388873617804,16.4536050855326,16.6100135201577,16.2983108510289,15.9635048428048,16.228958619063,16.3830070589436,16.0933917334814,16.0750331392752,16.1899049261023,16.5448332326819,16.0435812886547,15.8437232034331,16.249230957068,16.0797417393846,16.0745119998037,15.9191917438266,16.136962484037,16.6486850405615,16.2844942185507,15.8730476708346
WBGene00000245,T13C5.5,bca-1,T13C5.5,bca-1,8.87478316132842,8.56923767927416,8.60397615413114,8.86334582266993,8.93248015222603,8.3782532575797,8.47453497019464,9.73930718118589,8.99654551411653,7.87464923354771,8.45648279159805,8.53037936731678,8.87649760068876,7.97920218010878,8.40693007450225,9.38500825212878,8.63778504301382,8.77263898948579,8.63437006905303,8.66894154067682,9.4168534980611,8.22248540500847,8.45196558031751
WBGene00000251,C09G5.6,bli-1,C09G5.6,bli-1,11.8757064497511,5.49730901564951,6.49000281382438,11.9600163112352,4.54166598259895,7.23058693635258,13.0575719447177,3.30449885214647,11.6109675562017,4.69640353994372,5.83139465604675,10.0033067625837,3.68873996959497,5.7117104157784,6.53118927539518,4.06352792644699,13.4305002260163,5.25136222970757,6.93797502528073,13.0715819624807,3.9029125587563,5.40601765601346,5.89779612758638
WBGene00000264,C36A4.8,brc-1,C36A4.8,brc-1,8.06380768535604,8.55163137580928,8.42415100687676,8.19620437311664,7.19222104616276,7.94387865245026,8.35524476204289,8.16053001114629,8.02081689701262,8.33508319606165,8.09566521672993,8.11117555975289,7.57613930386489,8.22314982095368,8.14183746280616,8.09416724852468,8.19929847760116,9.03042394360211,8.14147838043073,8.18632116875981,7.97752063279957,8.13473452149335,8.37501544994343
WBGene00000274,F15D4.1,btf-1,F15D4.1,btf-1,10.1609596072708,10.3792503860134,10.4764279253156,10.22663260498,10.0109446274319,10.4178442479836,10.3532228223397,10.1682143008176,10.2084350936427,10.6151590315998,10.3695850750185,10.3894370033943,9.95240632581887,9.93358146497668,10.3433960833807,10.2721103583066,10.4183709360721,10.5638716813596,10.2849391516374,10.3250472650725,9.87363658190908,10.422525351471,10.2232738625337
WBGene00000277,C23H4.1,cab-1,C23H4.1,cab-1,11.1959718738526,11.2508814862873,12.1489645809793,11.2221768047487,11.4863298694745,11.5996825795035,12.0104519557939,11.9161519301955,11.2721424111127,11.3054655657319,12.0573651192907,11.7288004176894,11.3670661699197,11.8871961756051,12.4676289558086,11.9291371638642,11.5729584825985,11.3360866641401,12.2682641359493,11.5996193251963,11.4563855814007,11.8144400438197,12.5360952081202
WBGene00000281,K05G3.3,cah-3,K05G3.3,cah-3,11.6923541222884,10.8000118110604,10.7007116063273,11.5107520442446,11.6127536113045,11.3047119566581,10.584361840798,11.1910238879208,11.2704270400318,10.6482794944867,10.6128434841367,10.8418751992308,11.2702145688674,10.5936795667294,10.4503692446761,10.9072177004307,10.7651169364015,11.1200734414058,10.8004570539805,10.826859507307,11.6851254824694,11.0845121251499,10.6618311371417
WBGene00000283,R173.1,cah-5,R173.1,cah-5,10.8720395141016,10.0653109433634,9.65633192075079,10.795815546368,11.2131242124759,10.5211882348974,9.67681674098574,9.64450611445145,10.6436837827757,9.8528063769297,9.52388022112421,9.87686566423919,11.0099922325272,10.348996450195,9.62133128288987,9.89757735159258,9.87646710124523,9.79566716165086,9.78963920526476,9.922512332689,11.0159775850706,10.2499985096375,9.77956195410027
WBGene00000287,M02B7.6,cal-3,M02B7.6,cal-3,4.97836880534981,5.29634871097978,6.41292817701429,4.75376839155717,4.5955574744349,5.02269385716697,6.03707294919531,5.28849541077898,5.04786440269434,5.4477819675945,5.61417684351316,6.03683481576979,5.57035053580392,5.45041967169882,6.64129802732819,5.74591120864055,5.77756439867112,5.66569554054565,7.18132657073655,6.14252459512722,4.68759185565379,6.21980350794532,6.84399150669785
WBGene00000293,M106.5,cap-2,M106.5,cap-2,11.2210099958032,11.4596180088224,11.4077218652225,11.2394425782352,11.4021363162772,11.3374186980661,11.3816650819457,11.358879343589,11.3412275541209,11.4144143920583,11.4237534996242,11.229427862338,11.1845537548517,11.5182598579733,11.403973394454,11.2909918491739,11.2233396524118,11.5064639546032,11.3756986205627,11.2832361067028,11.1051995918828,11.3755087017111,11.6198503307533
WBGene00000298,F32G8.6,cat-4,F32G8.6,cat-4,12.1264668990204,11.0953347332174,11.319610301157,12.0938586612994,8.90356269961803,13.379573361549,11.5391590113709,10.3071849313023,10.4513628661935,11.6830097118718,10.5135998309009,10.9143838364446,8.68029018370689,12.3121362332178,12.1397911657757,10.0992871218674,10.501457673734,11.5513414874048,10.6278448003098,10.8956912551263,8.09483759918134,12.7496360746731,10.9929945953538
WBGene00000369,Y56A3A.20,ccf-1,Y56A3A.20,ccf-1,10.7341276281451,10.6767908265202,10.6602642296998,10.6704274898028,10.9131322792286,10.6790004882247,10.6781960051408,10.8453212312969,10.7446885444981,10.6041310916998,10.771622582399,10.7869082039792,10.7750762383643,10.8027382164518,10.7336840222773,10.8562135648182,10.8023750989582,10.8188302719352,10.7144508481803,10.7114658889565,10.9300634898105,10.5047221857841,10.5220691549488
WBGene00000377,T05C12.7,cct-1,T05C12.7,cct-1,12.9073264735888,12.8529303967415,13.0073066566761,12.9049602556151,12.8777728501942,12.791242992665,12.7237689812007,13.1753265204933,12.9155935513448,12.7603381674054,12.8562734971668,13.0168035831801,12.8734909436146,12.8685486615994,12.8287856375457,13.1355650041628,12.8894453700235,12.8259084813394,12.7861203492558,12.9359363348713,12.9267903251644,12.8126682487959,12.6752275894288
WBGene00000379,K01C8.10,cct-4,K01C8.10,cct-4,12.6593924162107,12.4998057643308,12.715408912914,12.6995499260462,12.6870572540904,12.5335158767122,12.5028769806327,12.9030025693191,12.7366219981599,12.166102161221,12.5851837992213,12.8719039280579,12.5050250143407,12.6504540196979,12.5369150317172,12.9348667130957,12.7318028307911,12.6265778023771,12.5069425150596,12.7997826773819,12.6380104786973,12.6805656773913,12.379869728854
WBGene00000380,C07G2.3,cct-5,C07G2.3,cct-5,13.4435243303911,13.5049149262222,13.4913289708865,13.5359604755086,13.3097311593806,13.2726691597884,13.2314993007522,13.6201226035385,13.5865896192465,13.438532934549,13.3943319706758,13.57520290183,13.329222080959,13.3228139324279,13.2154388127258,13.5867721760947,13.4624642523445,13.4240606434294,13.4404825243515,13.5078841781047,13.5249172109719,13.323395771649,13.1783415838865
WBGene00000383,C17G10.4,cdc-14,C17G10.4,cdc-14,10.3985920058148,10.7036451546827,10.407104601121,10.4178678871349,10.6411451557536,10.6711094135896,10.6664354665458,10.6974126867414,10.3990152475421,10.5861351990251,10.5369600431597,10.5175176416307,10.8317146087063,10.9016585740653,10.7954181527805,10.7423224717748,10.4654193183161,10.9446697861108,10.7901765146343,10.3974447138944,10.6780794753884,10.8994176635735,11.0835819965654
WBGene00000386,K06A5.7,cdc-25.1,K06A5.7,cdc-25.1,9.51078503591919,10.2962205202367,9.92846545212561,9.65826773808394,9.14020632508352,9.95287858711567,10.1192293359626,9.93533631532423,9.59180169034276,10.551112639398,10.1151053569934,9.91056711032333,9.37267466467798,9.54529971516667,9.87789938492607,10.0540621489744,10.1650631737736,10.4876671612467,10.193893847142,10.0673407162143,9.10790585110042,9.97251611591766,9.72612929347533
